ItemID,Name,ItemType,ItemTypeDisplayName,Description,ItemClass,TradingCategory,TradingFamily,TradingGroup,BindOnPickup,BindOnEquip,GearScoreOverride,MinGearScore,MaxGearScore,Tier,ItemStatsRef,GrantsHWMBump,IgnoreNameChanges,IgnoreHWMScaling,CanHavePerks,CanReplaceGem,Perk1,Perk2,Perk3,Perk4,Perk5,PerkBucket1,PerkBucket2,PerkBucket3,PerkBucket4,PerkBucket5,ForceRarity,RequiredLevel,UseTypeAffix,UseMaterialAffix,UseMagicAffix,IconCaptureGroup,UiItemClass,ArmorAppearanceM,ArmorAppearanceF,WeaponAppearanceOverride,ConfirmDestroy,ConfirmBeforeUse,ConsumeOnUse,PrefabPath,HousingTags,IconPath,HiResIconPath,MaxStackSize,DeathDropPercentage,Nonremovable,IsMissionItem,IsUniqueItem,ContainerLevel,ContainerGS,IsSalvageable,SalvageResources,IsRepairable,RepairDustModifier,RepairRecipe,CraftingRecipe,RepairGameEventID,SalvageGameEventID,SalvageAchievement,RepairTypes,IngredientCategories,IngredientBonusPrimary,IngredientBonusSecondary,IngredientGearScoreBaseBonus,IngredientGearScoreMaxBonus,ExtraBonusItemChance,Durability,DurabilityDmgOnDeath,DestroyOnBreak,Weight,AcquisitionNotificationId,AudioPickup,AudioPlace,AudioUse,AudioCreated,AudioDestroyed,MannequinTag,SoundTableID,WarboardGatherStat,WarboardDepositStat,Notes,HideInLootTicker,AttributionId
Skin_Hands_Fisherman_Achv,@Skin_Hands_Fisherman_Achv_MasterName,Armor,,@Skin_Hands_Fisherman_Achv_Description,EquippableHands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_fisherman_hands,f_fisherman_hands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Chest_AutumnKing,@Skin_Chest_AutumnKing_MasterName,Armor,,@Skin_Chest_AutumnKing_Description,EquippableChest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChestLong,,m_autumnking_chest,f_autumnking_chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Head_AutumnKing,@Skin_Head_AutumnKing_MasterName,Armor,,@Skin_Head_AutumnKing_Description,EquippableHead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_autumnking_head,f_autumnking_head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Legs_AutumnKing,@Skin_Legs_AutumnKing_MasterName,Armor,,@Skin_Legs_AutumnKing_Description,EquippableLegs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_autumnking_legs,f_autumnking_legs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Feet_AutumnKing,@Skin_Feet_AutumnKing_MasterName,Armor,,@Skin_Feet_AutumnKing_Description,EquippableFeet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_autumnking_feet,f_autumnking_feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Hands_AutumnKing,@Skin_Hands_AutumnKing_MasterName,Armor,,@Skin_Hands_AutumnKing_Description,EquippableHands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_autumnking_hands,f_autumnking_hands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Chest_Vogue,@Skin_Chest_Vogue_MasterName,Armor,,@Skin_Chest_Vogue_Description,EquippableChest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_vogue_chest,f_vogue_chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Head_Vogue,@Skin_Head_Vogue_MasterName,Armor,,@Skin_Head_Vogue_Description,EquippableHead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_vogue_head,f_vogue_head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Legs_Vogue,@Skin_Legs_Vogue_MasterName,Armor,,@Skin_Legs_Vogue_Description,EquippableLegs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_vogue_legs,f_vogue_legs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Feet_Vogue,@Skin_Feet_Vogue_MasterName,Armor,,@Skin_Feet_Vogue_Description,EquippableFeet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_vogue_feet,f_vogue_feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Hands_Vogue,@Skin_Hands_Vogue_MasterName,Armor,,@Skin_Hands_Vogue_Description,EquippableHands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_vogue_gloves,f_vogue_gloves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Chest_Abyssal,@Skin_Chest_Abyssal_MasterName,Armor,,@Skin_Chest_Abyssal_Description,EquippableChest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChestLong,,m_abyssal_chest,f_abyssal_chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Head_Abyssal,@Skin_Head_Abyssal_MasterName,Armor,,@Skin_Head_Abyssal_Description,EquippableHead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_abyssal_head,f_abyssal_head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Legs_Abyssal,@Skin_Legs_Abyssal_MasterName,Armor,,@Skin_Legs_Abyssal_Description,EquippableLegs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_abyssal_legs,f_abyssal_legs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Feet_Abyssal,@Skin_Feet_Abyssal_MasterName,Armor,,@Skin_Feet_Abyssal_Description,EquippableFeet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_abyssal_feet,f_abyssal_feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Hands_Abyssal,@Skin_Hands_Abyssal_MasterName,Armor,,@Skin_Hands_Abyssal_Description,EquippableHands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_abyssal_gloves,f_abyssal_gloves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Chest_WoT_GreenNynaeve,@Skin_Chest_WoT_GreenNynaeve_MasterName,Armor,,@Skin_Chest_WoT_GreenNynaeve_Description,EquippableChest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_EpicStoryGreenRobe_chest,f_EpicStoryGreenRobe_chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Chest_WoT_RedScarf,@Skin_Chest_WoT_RedScarf_MasterName,Armor,,@Skin_Chest_WoT_RedScarf_Description,EquippableChest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_EpicStoryRedScarf_chest,f_EpicStoryRedScarf_chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Chest_WoT_WhiteRobe,@Skin_Chest_WoT_WhiteRobe_MasterName,Armor,,@Skin_Chest_WoT_WhiteRobe_Description,EquippableChest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChestExtraLong,,m_EpicStoryWhiteRobe_chest,f_EpicStoryWhiteRobe_chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Chest_WoT_BrownCloak,@Skin_Chest_WoT_BrownCloak_MasterName,Armor,,@Skin_Chest_WoT_BrownCloak_Description,EquippableChest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChestLong,,m_EpicStoryBrownCloak_chest,f_EpicStoryBrownCloak_chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Rapier_WoT,@Skin_Rapier_WoT_MasterName,Weapon,,@Skin_Rapier_WoT_Description,EquippableMainHand+Rapier+Melee,,,,,,,,,,Skin_Rapier,,,,,,,,,,,,,,,,,,,,,Rapier,UI_Weapon,,,1hRapierEpicStoryT5,,,,Items/Weapons/weapon,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Longsword_WoT,@Skin_Longsword_WoT_MasterName,Weapon,,@Skin_Longsword_WoT_Description,EquippableMainHand+Sword+Melee,,,,,,,,,,Skin_Longsword,,,,,,,,,,,,,,,,,,,,,Longsword,UI_Weapon,,,1hSwordEpicStoryT5,,,,Items/Weapons/weapon,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Chest_Stormbound,@Skin_Chest_Stormbound_MasterName,Armor,,@Skin_Chest_Stormbound_Description,EquippableChest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChestLong,,m_stormbound_chest,f_stormbound_chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Head_Stormbound,@Skin_Head_Stormbound_MasterName,Armor,,@Skin_Head_Stormbound_Description,EquippableHead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_stormbound_head,f_stormbound_head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Legs_Stormbound,@Skin_Legs_Stormbound_MasterName,Armor,,@Skin_Legs_Stormbound_Description,EquippableLegs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_stormbound_legs,f_stormbound_legs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Feet_Stormbound,@Skin_Feet_Stormbound_MasterName,Armor,,@Skin_Feet_Stormbound_Description,EquippableFeet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_stormbound_feet,f_stormbound_feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Hands_Stormbound,@Skin_Hands_Stormbound_MasterName,Armor,,@Skin_Hands_Stormbound_Description,EquippableHands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_stormbound_gloves,f_stormbound_gloves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Chest_Miner,@Skin_Chest_Miner_Achv_MasterName,Armor,,@Skin_Chest_Miner_Achv_Description,EquippableChest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChestLong,,m_miner_chest,f_miner_chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Head_Miner,@Skin_Head_Miner_Achv_MasterName,Armor,,@Skin_Head_Miner_Achv_Description,EquippableHead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_miner_head,f_miner_head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Legs_Miner,@Skin_Legs_Miner_Achv_MasterName,Armor,,@Skin_Legs_Miner_Achv_Description,EquippableLegs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_miner_legs,f_miner_legs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Feet_Miner,@Skin_Feet_Miner_Achv_MasterName,Armor,,@Skin_Feet_Miner_Achv_Description,EquippableFeet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_miner_feet,f_miner_feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Hands_Miner,@Skin_Hands_Miner_Achv_MasterName,Armor,,@Skin_Hands_Miner_Achv_Description,EquippableHands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_miner_hands,f_miner_hands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Chest_Lunar01,@Skin_Chest_Lunar01_MasterName,Armor,,@Skin_Chest_Lunar01_Description,EquippableChest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChestLong,,m_lunar2022A_chest,f_lunar2022A_chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Head_Lunar01,@Skin_Head_Lunar01_MasterName,Armor,,@Skin_Head_Lunar01_Description,EquippableHead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_lunar2022A_head,f_lunar2022A_head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Legs_Lunar01,@Skin_Legs_Lunar01_MasterName,Armor,,@Skin_Legs_Lunar01_Description,EquippableLegs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_lunar2022A_legs,f_lunar2022A_legs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Feet_Lunar01,@Skin_Feet_Lunar01_MasterName,Armor,,@Skin_Feet_Lunar01_Description,EquippableFeet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_lunar2022A_feet,f_lunar2022A_feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Hands_Lunar01,@Skin_Hands_Lunar01_MasterName,Armor,,@Skin_Hands_Lunar01_Description,EquippableHands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_lunar2022A_gloves,f_lunar2022A_gloves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Chest_Lunar02,@Skin_Chest_Lunar02_MasterName,Armor,,@Skin_Chest_Lunar02_Description,EquippableChest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChestLong,,m_lunar2022B_chest,f_lunar2022B_chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Head_Lunar02,@Skin_Head_Lunar02_MasterName,Armor,,@Skin_Head_Lunar02_Description,EquippableHead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_lunar2022B_head,f_lunar2022B_head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Legs_Lunar02,@Skin_Legs_Lunar02_MasterName,Armor,,@Skin_Legs_Lunar02_Description,EquippableLegs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_lunar2022B_legs,f_lunar2022B_legs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Feet_Lunar02,@Skin_Feet_Lunar02_MasterName,Armor,,@Skin_Feet_Lunar02_Description,EquippableFeet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_lunar2022B_feet,f_lunar2022B_feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Hands_Lunar02,@Skin_Hands_Lunar02_MasterName,Armor,,@Skin_Hands_Lunar02_Description,EquippableHands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_lunar2022B_gloves,f_lunar2022B_gloves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_LunarNewYear_Blunderbuss,@Skin_LunarNewYear_Blunderbuss_MasterName,Weapon,,@Skin_LunarNewYear_Blunderbuss_Description,EquippableTwoHand+Blunderbuss+Ranged,,,,,,,,,,Skin_Blunderbuss,,,,,,,,,,,,,,,,,,,,,Blunderbuss,UI_Weapon,,,2hBlunderbussLunarT5,,,,Items/Weapons/weapon,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_LunarNewYear_Musket,@Skin_LunarNewYear_Musket_MasterName,Weapon,,@Skin_LunarNewYear_Musket_Description,EquippableTwoHand+Musket+Ranged,,,,,,,,,,Skin_Musket,,,,,,,,,,,,,,,,,,,,,Musket,UI_Weapon,,,2hMusketLunarT5,,,,Items/Weapons/weapon,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_LunarNewYear_VoidGauntlet,@Skin_LunarNewYear_VoidGauntlet_MasterName,Weapon,,@Skin_LunarNewYear_VoidGauntlet_Description,EquippableMainHand+VoidGauntlet+Magic,,,,,,,,,,Skin_VoidGauntlet,,,,,,,,,,,,,,,,,,,,,Gauntlet,UI_Weapon,,,2hVoidGauntletLunarT5,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_LunarNewYear_ShieldT,@Skin_LunarNewYear_ShieldT_MasterName,Weapon,,@Skin_LunarNewYear_ShieldT_Description,EquippableOffHand+Shield,,,,,,,,,,Skin_Shield,,,,,,,,,,,,,,,,,,,,,TowerShield,UI_Weapon,,,1hTowerShieldLunarT5,,,,Items/Weapons/weapon,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_LunarNewYear_Firestaff,@Skin_LunarNewYear_Firestaff_MasterName,Weapon,,@Skin_LunarNewYear_Firestaff_Description,EquippableMainHand+FireStaff+Magic,,,,,,,,,,Skin_FireStaff,,,,,,,,,,,,,,,,,,,,,StaffFire,UI_Weapon,,,2hFireStaffLunarT5,,,,Items/Weapons/weapon,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_LunarNewYear_Longsword,@Skin_LunarNewYear_Longsword_MasterName,Weapon,,@Skin_LunarNewYear_Longsword_Description,EquippableMainHand+Sword+Melee,,,,,,,,,,Skin_Longsword,,,,,,,,,,,,,,,,,,,,,Longsword,UI_Weapon,,,1hSwordLunarT5,,,,Items/Weapons/weapon,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_LunarNewYear_SkinningKnife,@Skin_LunarNewYear_SkinningKnife_Name,Weapon,,@Skin_LunarNewYear_SkinningKnife_Description,EquippableTool+Axe+SkinningKnife,,,,,,,,,,Skin_SkinningKnife,,,,,,,,,,,,,,,,,,,,,SkinningKnife,UI_Tools,,,1hSkinningKnifeLunarNewYearT5,,,,Items/Weapons/weapon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_LunarNewYear_Sickle,@Skin_LunarNewYear_Sickle_Name,Weapon,,@Skin_LunarNewYear_Sickle_Description,EquippableTool+Axe+Sickle,,,,,,,,,,Skin_Sickle,,,,,,,,,,,,,,,,,,,,,Sickle,UI_Tools,,,1hSickleLunarNewYearT5,,,,Items/Weapons/weapon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_LunarNewYear_Pickaxe,@Skin_LunarNewYear_Pickaxe_Name,Weapon,,@Skin_LunarNewYear_Pickaxe_Description,EquippableTool+Axe+Pickaxe,,,,,,,,,,Skin_Pick,,,,,,,,,,,,,,,,,,,,,2hPickAxe,UI_Tools,,,1hPickaxeLunarNewYearT5,,,,Items/Weapons/weapon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_LunarNewYear_LoggingAxe,@Skin_LunarNewYear_LoggingAxe_Name,Weapon,,@Skin_LunarNewYear_LoggingAxe_Description,EquippableTool+Axe+LoggingAxe,,,,,,,,,,Skin_LoggingAxe,,,,,,,,,,,,,,,,,,,,,2hLoggingAxe,UI_Tools,,,2hLoggingAxeLunarNewYearT5,,,,Items/Weapons/weapon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_LunarNewYear_FishingPole,@Skin_LunarNewYear_FishingPole_Name,Weapon,,@Skin_LunarNewYear_FishingPole_Description,EquippableTool+FishingPole,,,,,,,,,,Skin_FishingPole,,,,,,,,,,,,,,,,,,,,,FishingPole,UI_Tools,,,2hFishingPoleLunarNewYearT5,,,,Items/Weapons/weapon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_LunarNewYear_AzothScepter,@Skin_LunarNewYear_AzothScepter_Name,Weapon,,@Skin_LunarNewYear_AzothScepter_Description,Weapon+EquippableTool+Axe+AzothStaff,,,,,,,,,,Skin_AzothStaff,,,,,,,,,,,,,,,,,,,,,AzothStaff,UI_Tools,,,2hAzothScepterLunarNewYearT5,,,,Items/Weapons/weapon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Chest_Waveborne,@Skin_Chest_Waveborne_MasterName,Armor,,@Skin_Chest_Waveborne_Description,EquippableChest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChestLong,,m_waveborne_chest,f_waveborne_chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Head_Waveborne,@Skin_Head_Waveborne_MasterName,Armor,,@Skin_Head_Waveborne_Description,EquippableHead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_waveborne_head,f_waveborne_head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Legs_Waveborne,@Skin_Legs_Waveborne_MasterName,Armor,,@Skin_Legs_Waveborne_Description,EquippableLegs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_waveborne_legs,f_waveborne_legs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Feet_Waveborne,@Skin_Feet_Waveborne_MasterName,Armor,,@Skin_Feet_Waveborne_Description,EquippableFeet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_waveborne_feet,f_waveborne_feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Hands_Waveborne,@Skin_Hands_Waveborne_MasterName,Armor,,@Skin_Hands_Waveborne_Description,EquippableHands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_waveborne_gloves,f_waveborne_gloves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Chest_Valentines01,@Skin_Chest_Valentines01_MasterName,Armor,,@Skin_Chest_Valentines01_Description,EquippableChest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChestLong,,m_CorruptedLoveMT4_chest,f_CorruptedLoveMT4_chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Head_Valentines01,@Skin_Head_Valentines01_MasterName,Armor,,@Skin_Head_Valentines01_Description,EquippableHead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_CorruptedLoveMT4_head,f_CorruptedLoveMT4_head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Legs_Valentines01,@Skin_Legs_Valentines01_MasterName,Armor,,@Skin_Legs_Valentines01_Description,EquippableLegs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_CorruptedLoveMT4_legs,f_CorruptedLoveMT4_legs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Feet_Valentines01,@Skin_Feet_Valentines01_MasterName,Armor,,@Skin_Feet_Valentines01_Description,EquippableFeet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_CorruptedLoveMT4_feet,f_CorruptedLoveMT4_feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Hands_Valentines01,@Skin_Hands_Valentines01_MasterName,Armor,,@Skin_Hands_Valentines01_Description,EquippableHands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_CorruptedLoveMT4_gloves,f_CorruptedLoveMT4_gloves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Chest_Valentines02,@Skin_Chest_Valentines02_MasterName,Armor,,@Skin_Chest_Valentines02_Description,EquippableChest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChestLong,,m_CorruptedLoveHT4_chest,f_CorruptedLoveHT4_chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Head_Valentines02,@Skin_Head_Valentines02_MasterName,Armor,,@Skin_Head_Valentines02_Description,EquippableHead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_CorruptedLoveHT4_head,f_CorruptedLoveHT4_head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Legs_Valentines02,@Skin_Legs_Valentines02_MasterName,Armor,,@Skin_Legs_Valentines02_Description,EquippableLegs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_CorruptedLoveHT4_legs,f_CorruptedLoveHT4_legs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Feet_Valentines02,@Skin_Feet_Valentines02_MasterName,Armor,,@Skin_Feet_Valentines02_Description,EquippableFeet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_CorruptedLoveHT4_feet,f_CorruptedLoveHT4_feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Hands_Valentines02,@Skin_Hands_Valentines02_MasterName,Armor,,@Skin_Hands_Valentines02_Description,EquippableHands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_CorruptedLoveHT4_gloves,f_CorruptedLoveHT4_gloves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_WarHammer_Valentine,@Skin_WarHammer_Valentine_MasterName,Weapon,,@Skin_WarHammer_Valentine_Description,EquippableTwoHand+2HHammer+Melee,,,,,,,,,,Skin_WarHammer,,,,,,,,,,,,,,,,,,,,,WarHammer,UI_Weapon,,,2hWarhammerValentinesT5,,,,Items/Weapons/weapon,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Rapier_Valentine,@Skin_Rapier_Valentine_MasterName,Weapon,,@Skin_Rapier_Valentine_Description,EquippableMainHand+Rapier+Melee,,,,,,,,,,Skin_Rapier,,,,,,,,,,,,,,,,,,,,,Rapier,UI_Weapon,,,1hRapierValentinesT5,,,,Items/Weapons/weapon,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Bow_Valentine,@Skin_Bow_Valentine_MasterName,Weapon,,@Skin_Bow_Valentine_Description,EquippableTwoHand+Bow+Ranged,,,,,,,,,,Skin_Bow,,,,,,,,,,,,,,,,,,,,,Bow,UI_Weapon,,,2hBowValentinesT5,,,,Items/Weapons/weapon,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skin_Firestaff_Valentine,@Skin_Firestaff_Valentine_MasterName,Weapon,,@Skin_Firestaff_Valentine_Description,EquippableMainHand+FireStaff+Magic,,,,,,,,,,Skin_FireStaff,,,,,,,,,,,,,,,,,,,,,StaffFire,UI_Weapon,,,2hFireStaffValentinesT5,,,,Items/Weapons/weapon,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
