Id,GravityMod,UphillAngleThreshold,UphillSpeedAccelScaler,DownhillAngleThreshold,DownhillSpeedAccelScaler,DashSpeedScaler,DashAccelScaler,StaminaMax,StaminaRegenRate,StaminaDrainRate,StaminaLightHitThreshold,StaminaLightHitCost,StaminaHeavyHitThreshold,StaminaHeavyHitCost,StaminaHitRegenDelay,OnRoadMaxSpeed,OffRoadMaxSpeed,InVeryShallowWaterMaxSpeed,InShallowWaterMaxSpeed,InDeepWaterMaxSpeed,OnRoadMinSpeed,OffRoadMinSpeed,OnRoadWalkSpeed,OnRoadSlowWalkSpeed,OffRoadWalkSpeed,OffRoadSlowWalkSpeed,OnRoadAccel,OffRoadAccel,OnRoadDecel,OffRoadDecel,OnRoadTurnRateMinSpeed,OnRoadTurnRateMinSpeedGamepad,OffRoadTurnRateMinSpeed,OffRoadTurnRateMinSpeedGamepad,OnRoadTurnRateMidSpeed,OnRoadTurnRateMidSpeedGamepad,OffRoadTurnRateMidSpeed,OffRoadTurnRateMidSpeedGamepad,OnRoadTurnRateMaxSpeed,OnRoadTurnRateMaxSpeedGamepad,OffRoadTurnRateMaxSpeed,OffRoadTurnRateMaxSpeedGamepad,OnRoadTurnRateAtMinSpeed,OnRoadTurnRateAtMinSpeedGamepad,OffRoadTurnRateAtMinSpeed,OffRoadTurnRateAtMinSpeedGamepad,OnRoadTurnRateAtMidSpeed,OnRoadTurnRateAtMidSpeedGamepad,OffRoadTurnRateAtMidSpeed,OffRoadTurnRateAtMidSpeedGamepad,OnRoadTurnRateAtMaxSpeed,OnRoadTurnRateAtMaxSpeedGamepad,OffRoadTurnRateAtMaxSpeed,OffRoadTurnRateAtMaxSpeedGamepad,OnRoadWalkAccel,OffRoadWalkAccel,OnRoadWalkDecel,OffRoadWalkDecel,OnRoadWalkTurnRate,OffRoadWalkTurnRate,InVeryShallowWaterMinSpeed,InVeryShallowWaterAccel,InVeryShallowWaterDecel,InVeryShallowWaterTurnRateMinSpeed,InVeryShallowWaterTurnRateMinSpeedGamepad,InVeryShallowWaterTurnRateMidSpeed,InVeryShallowWaterTurnRateMidSpeedGamepad,InVeryShallowWaterTurnRateMaxSpeed,InVeryShallowWaterTurnRateMaxSpeedGamepad,InVeryShallowWaterTurnRateAtMinSpeed,InVeryShallowWaterTurnRateAtMinSpeedGamepad,InVeryShallowWaterTurnRateAtMidSpeed,InVeryShallowWaterTurnRateAtMidSpeedGamepad,InVeryShallowWaterTurnRateAtMaxSpeed,InVeryShallowWaterTurnRateAtMaxSpeedGamepad,InVeryShallowWaterWalkSpeed,InVeryShallowWaterSlowWalkSpeed,InVeryShallowWaterWalkAccel,InVeryShallowWaterWalkDecel,InVeryShallowWaterWalkTurnRate,InShallowWaterMinSpeed,InShallowWaterAccel,InShallowWaterDecel,InShallowWaterTurnRateMinSpeed,InShallowWaterTurnRateMinSpeedGamepad,InShallowWaterTurnRateMidSpeed,InShallowWaterTurnRateMidSpeedGamepad,InShallowWaterTurnRateMaxSpeed,InShallowWaterTurnRateMaxSpeedGamepad,InShallowWaterTurnRateAtMinSpeed,InShallowWaterTurnRateAtMinSpeedGamepad,InShallowWaterTurnRateAtMidSpeed,InShallowWaterTurnRateAtMidSpeedGamepad,InShallowWaterTurnRateAtMaxSpeed,InShallowWaterTurnRateAtMaxSpeedGamepad,InShallowWaterWalkSpeed,InShallowWaterSlowWalkSpeed,InShallowWaterWalkAccel,InShallowWaterWalkDecel,InShallowWaterWalkTurnRate,InDeepWaterMinSpeed,InDeepWaterAccel,InDeepWaterDecel,InDeepWaterTurnRateMinSpeed,InDeepWaterTurnRateMinSpeedGamepad,InDeepWaterTurnRateMidSpeed,InDeepWaterTurnRateMidSpeedGamepad,InDeepWaterTurnRateMaxSpeed,InDeepWaterTurnRateMaxSpeedGamepad,InDeepWaterTurnRateAtMinSpeed,InDeepWaterTurnRateAtMinSpeedGamepad,InDeepWaterTurnRateAtMidSpeed,InDeepWaterTurnRateAtMidSpeedGamepad,InDeepWaterTurnRateAtMaxSpeed,InDeepWaterTurnRateAtMaxSpeedGamepad,InDeepWaterWalkSpeed,InDeepWaterSlowWalkSpeed,InDeepWaterWalkAccel,InDeepWaterWalkDecel,InDeepWaterWalkTurnRate
ConfigMountRiding_138,5,10,0.95,10,1.05,1.12,1.15,100,10,20,0.01,25,0.15,50,1,11.055,8.394,7.9743,6.633,4.8,1.5,1.5,6.3,2,5.5,2,15,13.5,9,9,0,0,0,0,5,5,5,5,15,15,15,15,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.09,0.1,0.09,0.1,15,13.5,12,12,0.1,0.1,1.5,13.5,9.9,0,0,5,5,15,15,0.11,0.11,0.1,0.1,0.09,0.09,5.5,1.6,13.5,13.2,0.1,1.5,12.75,18,0,0,5,5,15,15,0.11,0.11,0.099,0.09,0.081,0.09,5,1.6,12.75,18,0.09,1.5,12,24,0,0,5,5,15,15,0.11,0.11,0.088,0.08,0.072,0.08,2.5,1.6,12,24,0.08
ConfigMountRiding_139,5,10,0.95,10,1.05,1.12,1.15,100,10,20,0.01,25,0.15,50,1,11.07,8.406,7.9857,6.642,4.8,1.5,1.5,6.3,2,5.5,2,15,13.5,9,9,0,0,0,0,5,5,5,5,15,15,15,15,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.09,0.1,0.09,0.1,15,13.5,12,12,0.1,0.1,1.5,13.5,9.9,0,0,5,5,15,15,0.11,0.11,0.1,0.1,0.09,0.09,5.5,1.6,13.5,13.2,0.1,1.5,12.75,18,0,0,5,5,15,15,0.11,0.11,0.099,0.09,0.081,0.09,5,1.6,12.75,18,0.09,1.5,12,24,0,0,5,5,15,15,0.11,0.11,0.088,0.08,0.072,0.08,2.5,1.6,12,24,0.08
ConfigMountRiding_140,5,10,0.95,10,1.05,1.12,1.15,100,10,20,0.01,25,0.15,50,1,11.085,8.418,7.9971,6.651,4.8,1.5,1.5,6.3,2,5.5,2,15,13.5,9,9,0,0,0,0,5,5,5,5,15,15,15,15,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.09,0.1,0.09,0.1,15,13.5,12,12,0.1,0.1,1.5,13.5,9.9,0,0,5,5,15,15,0.11,0.11,0.1,0.1,0.09,0.09,5.5,1.6,13.5,13.2,0.1,1.5,12.75,18,0,0,5,5,15,15,0.11,0.11,0.099,0.09,0.081,0.09,5,1.6,12.75,18,0.09,1.5,12,24,0,0,5,5,15,15,0.11,0.11,0.088,0.08,0.072,0.08,2.5,1.6,12,24,0.08
ConfigMountRiding_141,5,10,0.95,10,1.05,1.12,1.15,100,10,20,0.01,25,0.15,50,1,11.1,8.43,8.0085,6.66,4.8,1.5,1.5,6.3,2,5.5,2,15,13.5,9,9,0,0,0,0,5,5,5,5,15,15,15,15,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.09,0.1,0.09,0.1,15,13.5,12,12,0.1,0.1,1.5,13.5,9.9,0,0,5,5,15,15,0.11,0.11,0.1,0.1,0.09,0.09,5.5,1.6,13.5,13.2,0.1,1.5,12.75,18,0,0,5,5,15,15,0.11,0.11,0.099,0.09,0.081,0.09,5,1.6,12.75,18,0.09,1.5,12,24,0,0,5,5,15,15,0.11,0.11,0.088,0.08,0.072,0.08,2.5,1.6,12,24,0.08
ConfigMountRiding_142,5,10,0.95,10,1.05,1.12,1.15,100,10,20,0.01,25,0.15,50,1,11.115,8.442,8.0199,6.669,4.8,1.5,1.5,6.3,2,5.5,2,15,13.5,9,9,0,0,0,0,5,5,5,5,15,15,15,15,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.09,0.1,0.09,0.1,15,13.5,12,12,0.1,0.1,1.5,13.5,9.9,0,0,5,5,15,15,0.11,0.11,0.1,0.1,0.09,0.09,5.5,1.6,13.5,13.2,0.1,1.5,12.75,18,0,0,5,5,15,15,0.11,0.11,0.099,0.09,0.081,0.09,5,1.6,12.75,18,0.09,1.5,12,24,0,0,5,5,15,15,0.11,0.11,0.088,0.08,0.072,0.08,2.5,1.6,12,24,0.08
ConfigMountRiding_143,5,10,0.95,10,1.05,1.12,1.15,100,10,20,0.01,25,0.15,50,1,11.13,8.454,8.0313,6.678,4.8,1.5,1.5,6.3,2,5.5,2,15,13.5,9,9,0,0,0,0,5,5,5,5,15,15,15,15,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.09,0.1,0.09,0.1,15,13.5,12,12,0.1,0.1,1.5,13.5,9.9,0,0,5,5,15,15,0.11,0.11,0.1,0.1,0.09,0.09,5.5,1.6,13.5,13.2,0.1,1.5,12.75,18,0,0,5,5,15,15,0.11,0.11,0.099,0.09,0.081,0.09,5,1.6,12.75,18,0.09,1.5,12,24,0,0,5,5,15,15,0.11,0.11,0.088,0.08,0.072,0.08,2.5,1.6,12,24,0.08
ConfigMountRiding_144,5,10,0.95,10,1.05,1.12,1.15,100,10,20,0.01,25,0.15,50,1,11.145,8.466,8.0427,6.687,4.8,1.5,1.5,6.3,2,5.5,2,15,13.5,9,9,0,0,0,0,5,5,5,5,15,15,15,15,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.09,0.1,0.09,0.1,15,13.5,12,12,0.1,0.1,1.5,13.5,9.9,0,0,5,5,15,15,0.11,0.11,0.1,0.1,0.09,0.09,5.5,1.6,13.5,13.2,0.1,1.5,12.75,18,0,0,5,5,15,15,0.11,0.11,0.099,0.09,0.081,0.09,5,1.6,12.75,18,0.09,1.5,12,24,0,0,5,5,15,15,0.11,0.11,0.088,0.08,0.072,0.08,2.5,1.6,12,24,0.08
ConfigMountRiding_145,5,10,0.95,10,1.05,1.12,1.15,100,10,20,0.01,25,0.15,50,1,11.16,8.478,8.0541,6.696,4.8,1.5,1.5,6.3,2,5.5,2,15,13.5,9,9,0,0,0,0,5,5,5,5,15,15,15,15,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.09,0.1,0.09,0.1,15,13.5,12,12,0.1,0.1,1.5,13.5,9.9,0,0,5,5,15,15,0.11,0.11,0.1,0.1,0.09,0.09,5.5,1.6,13.5,13.2,0.1,1.5,12.75,18,0,0,5,5,15,15,0.11,0.11,0.099,0.09,0.081,0.09,5,1.6,12.75,18,0.09,1.5,12,24,0,0,5,5,15,15,0.11,0.11,0.088,0.08,0.072,0.08,2.5,1.6,12,24,0.08
ConfigMountRiding_146,5,10,0.95,10,1.05,1.12,1.15,100,10,20,0.01,25,0.15,50,1,11.175,8.49,8.0655,6.705,4.8,1.5,1.5,6.3,2,5.5,2,15,13.5,9,9,0,0,0,0,5,5,5,5,15,15,15,15,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.09,0.1,0.09,0.1,15,13.5,12,12,0.1,0.1,1.5,13.5,9.9,0,0,5,5,15,15,0.11,0.11,0.1,0.1,0.09,0.09,5.5,1.6,13.5,13.2,0.1,1.5,12.75,18,0,0,5,5,15,15,0.11,0.11,0.099,0.09,0.081,0.09,5,1.6,12.75,18,0.09,1.5,12,24,0,0,5,5,15,15,0.11,0.11,0.088,0.08,0.072,0.08,2.5,1.6,12,24,0.08
ConfigMountRiding_147,5,10,0.95,10,1.05,1.12,1.15,100,10,20,0.01,25,0.15,50,1,11.19,8.502,8.0769,6.714,4.8,1.5,1.5,6.3,2,5.5,2,15,13.5,9,9,0,0,0,0,5,5,5,5,15,15,15,15,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.09,0.1,0.09,0.1,15,13.5,12,12,0.1,0.1,1.5,13.5,9.9,0,0,5,5,15,15,0.11,0.11,0.1,0.1,0.09,0.09,5.5,1.6,13.5,13.2,0.1,1.5,12.75,18,0,0,5,5,15,15,0.11,0.11,0.099,0.09,0.081,0.09,5,1.6,12.75,18,0.09,1.5,12,24,0,0,5,5,15,15,0.11,0.11,0.088,0.08,0.072,0.08,2.5,1.6,12,24,0.08
ConfigMountRiding_148,5,10,0.95,10,1.05,1.12,1.15,100,10,20,0.01,25,0.15,50,1,11.205,8.514,8.0883,6.723,4.8,1.5,1.5,6.3,2,5.5,2,15,13.5,9,9,0,0,0,0,5,5,5,5,15,15,15,15,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.09,0.1,0.09,0.1,15,13.5,12,12,0.1,0.1,1.5,13.5,9.9,0,0,5,5,15,15,0.11,0.11,0.1,0.1,0.09,0.09,5.5,1.6,13.5,13.2,0.1,1.5,12.75,18,0,0,5,5,15,15,0.11,0.11,0.099,0.09,0.081,0.09,5,1.6,12.75,18,0.09,1.5,12,24,0,0,5,5,15,15,0.11,0.11,0.088,0.08,0.072,0.08,2.5,1.6,12,24,0.08
ConfigMountRiding_149,5,10,0.95,10,1.05,1.12,1.15,100,10,20,0.01,25,0.15,50,1,11.22,8.526,8.0997,6.732,4.8,1.5,1.5,6.3,2,5.5,2,15,13.5,9,9,0,0,0,0,5,5,5,5,15,15,15,15,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.09,0.1,0.09,0.1,15,13.5,12,12,0.1,0.1,1.5,13.5,9.9,0,0,5,5,15,15,0.11,0.11,0.1,0.1,0.09,0.09,5.5,1.6,13.5,13.2,0.1,1.5,12.75,18,0,0,5,5,15,15,0.11,0.11,0.099,0.09,0.081,0.09,5,1.6,12.75,18,0.09,1.5,12,24,0,0,5,5,15,15,0.11,0.11,0.088,0.08,0.072,0.08,2.5,1.6,12,24,0.08
ConfigMountRiding_150,5,10,0.95,10,1.05,1.12,1.15,100,10,20,0.01,25,0.15,50,1,11.235,8.538,8.1111,6.741,4.8,1.5,1.5,6.3,2,5.5,2,15,13.5,9,9,0,0,0,0,5,5,5,5,15,15,15,15,0.11,0.09,0.11,0.09,0.1,0.08,0.1,0.08,0.09,0.065,0.09,0.065,15,13.5,12,12,0.1,0.1,1.5,13.5,9.9,0,0,5,5,15,15,0.11,0.09,0.1,0.08,0.09,0.065,5.5,1.6,13.5,13.2,0.1,1.5,12.75,18,0,0,5,5,15,15,0.11,0.09,0.081,0.08,0.081,0.055,5,1.6,12.75,18,0.09,1.5,12,24,0,0,5,5,15,15,0.11,0.09,0.072,0.08,0.072,0.052,2.5,1.6,12,24,0.08
ConfigMountRiding_151,5,10,0.95,10,1.05,1.12,1.15,100,10,20,0.01,25,0.15,50,1,11.25,8.55,8.1225,6.75,4.8,1.5,1.5,6.3,2,5.5,2,15,13.5,9,9,0,0,0,0,5,5,5,5,15,15,15,15,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.09,0.1,0.09,0.1,15,13.5,12,12,0.1,0.1,1.5,13.5,9.9,0,0,5,5,15,15,0.11,0.11,0.1,0.1,0.09,0.09,5.5,1.6,13.5,13.2,0.1,1.5,12.75,18,0,0,5,5,15,15,0.11,0.11,0.099,0.09,0.081,0.09,5,1.6,12.75,18,0.09,1.5,12,24,0,0,5,5,15,15,0.11,0.11,0.088,0.08,0.072,0.08,2.5,1.6,12,24,0.08
ConfigMountRiding_152,5,10,0.95,10,1.05,1.12,1.15,100,10,20,0.01,25,0.15,50,1,11.265,8.562,8.1339,6.759,4.8,1.5,1.5,6.3,2,5.5,2,15,13.5,9,9,0,0,0,0,5,5,5,5,15,15,15,15,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.09,0.1,0.09,0.1,15,13.5,12,12,0.1,0.1,1.5,13.5,9.9,0,0,5,5,15,15,0.11,0.11,0.1,0.1,0.09,0.09,5.5,1.6,13.5,13.2,0.1,1.5,12.75,18,0,0,5,5,15,15,0.11,0.11,0.099,0.09,0.081,0.09,5,1.6,12.75,18,0.09,1.5,12,24,0,0,5,5,15,15,0.11,0.11,0.088,0.08,0.072,0.08,2.5,1.6,12,24,0.08
ConfigMountRiding_153,5,10,0.95,10,1.05,1.12,1.15,100,10,20,0.01,25,0.15,50,1,11.28,8.574,8.1453,6.768,4.8,1.5,1.5,6.3,2,5.5,2,15,13.5,9,9,0,0,0,0,5,5,5,5,15,15,15,15,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.09,0.1,0.09,0.1,15,13.5,12,12,0.1,0.1,1.5,13.5,9.9,0,0,5,5,15,15,0.11,0.11,0.1,0.1,0.09,0.09,5.5,1.6,13.5,13.2,0.1,1.5,12.75,18,0,0,5,5,15,15,0.11,0.11,0.099,0.09,0.081,0.09,5,1.6,12.75,18,0.09,1.5,12,24,0,0,5,5,15,15,0.11,0.11,0.088,0.08,0.072,0.08,2.5,1.6,12,24,0.08
ConfigMountRiding_154,5,10,0.95,10,1.05,1.12,1.15,100,10,20,0.01,25,0.15,50,1,11.295,8.586,8.1567,6.777,4.8,1.5,1.5,6.3,2,5.5,2,15,13.5,9,9,0,0,0,0,5,5,5,5,15,15,15,15,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.09,0.1,0.09,0.1,15,13.5,12,12,0.1,0.1,1.5,13.5,9.9,0,0,5,5,15,15,0.11,0.11,0.1,0.1,0.09,0.09,5.5,1.6,13.5,13.2,0.1,1.5,12.75,18,0,0,5,5,15,15,0.11,0.11,0.099,0.09,0.081,0.09,5,1.6,12.75,18,0.09,1.5,12,24,0,0,5,5,15,15,0.11,0.11,0.088,0.08,0.072,0.08,2.5,1.6,12,24,0.08
ConfigMountRiding_155,5,10,0.95,10,1.05,1.12,1.15,100,10,20,0.01,25,0.15,50,1,11.31,8.598,8.1681,6.786,4.8,1.5,1.5,6.3,2,5.5,2,15,13.5,9,9,0,0,0,0,5,5,5,5,15,15,15,15,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.09,0.1,0.09,0.1,15,13.5,12,12,0.1,0.1,1.5,13.5,9.9,0,0,5,5,15,15,0.11,0.11,0.1,0.1,0.09,0.09,5.5,1.6,13.5,13.2,0.1,1.5,12.75,18,0,0,5,5,15,15,0.11,0.11,0.099,0.09,0.081,0.09,5,1.6,12.75,18,0.09,1.5,12,24,0,0,5,5,15,15,0.11,0.11,0.088,0.08,0.072,0.08,2.5,1.6,12,24,0.08
ConfigMountRiding_156,5,10,0.95,10,1.05,1.12,1.15,100,10,20,0.01,25,0.15,50,1,11.325,8.61,8.1795,6.795,4.8,1.5,1.5,6.3,2,5.5,2,15,13.5,9,9,0,0,0,0,5,5,5,5,15,15,15,15,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.09,0.1,0.09,0.1,15,13.5,12,12,0.1,0.1,1.5,13.5,9.9,0,0,5,5,15,15,0.11,0.11,0.1,0.1,0.09,0.09,5.5,1.6,13.5,13.2,0.1,1.5,12.75,18,0,0,5,5,15,15,0.11,0.11,0.099,0.09,0.081,0.09,5,1.6,12.75,18,0.09,1.5,12,24,0,0,5,5,15,15,0.11,0.11,0.088,0.08,0.072,0.08,2.5,1.6,12,24,0.08
ConfigMountRiding_157,5,10,0.95,10,1.05,1.12,1.15,100,10,20,0.01,25,0.15,50,1,11.34,8.622,8.1909,6.804,4.8,1.5,1.5,6.3,2,5.5,2,15,13.5,9,9,0,0,0,0,5,5,5,5,15,15,15,15,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.09,0.1,0.09,0.1,15,13.5,12,12,0.1,0.1,1.5,13.5,9.9,0,0,5,5,15,15,0.11,0.11,0.1,0.1,0.09,0.09,5.5,1.6,13.5,13.2,0.1,1.5,12.75,18,0,0,5,5,15,15,0.11,0.11,0.099,0.09,0.081,0.09,5,1.6,12.75,18,0.09,1.5,12,24,0,0,5,5,15,15,0.11,0.11,0.088,0.08,0.072,0.08,2.5,1.6,12,24,0.08
ConfigMountRiding_158,5,10,0.95,10,1.05,1.12,1.15,100,10,20,0.01,25,0.15,50,1,11.355,8.634,8.2023,6.813,4.8,1.5,1.5,6.3,2,5.5,2,15,13.5,9,9,0,0,0,0,5,5,5,5,15,15,15,15,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.09,0.1,0.09,0.1,15,13.5,12,12,0.1,0.1,1.5,13.5,9.9,0,0,5,5,15,15,0.11,0.11,0.1,0.1,0.09,0.09,5.5,1.6,13.5,13.2,0.1,1.5,12.75,18,0,0,5,5,15,15,0.11,0.11,0.099,0.09,0.081,0.09,5,1.6,12.75,18,0.09,1.5,12,24,0,0,5,5,15,15,0.11,0.11,0.088,0.08,0.072,0.08,2.5,1.6,12,24,0.08
ConfigMountRiding_159,5,10,0.95,10,1.05,1.12,1.15,100,10,20,0.01,25,0.15,50,1,11.37,8.646,8.2137,6.822,4.8,1.5,1.5,6.3,2,5.5,2,15,13.5,9,9,0,0,0,0,5,5,5,5,15,15,15,15,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.09,0.1,0.09,0.1,15,13.5,12,12,0.1,0.1,1.5,13.5,9.9,0,0,5,5,15,15,0.11,0.11,0.1,0.1,0.09,0.09,5.5,1.6,13.5,13.2,0.1,1.5,12.75,18,0,0,5,5,15,15,0.11,0.11,0.099,0.09,0.081,0.09,5,1.6,12.75,18,0.09,1.5,12,24,0,0,5,5,15,15,0.11,0.11,0.088,0.08,0.072,0.08,2.5,1.6,12,24,0.08
ConfigMountRiding_160,5,10,0.95,10,1.05,1.12,1.15,100,10,20,0.01,25,0.15,50,1,11.385,8.658,8.2251,6.831,4.8,1.5,1.5,6.3,2,5.5,2,15,13.5,9,9,0,0,0,0,5,5,5,5,15,15,15,15,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.09,0.1,0.09,0.1,15,13.5,12,12,0.1,0.1,1.5,13.5,9.9,0,0,5,5,15,15,0.11,0.11,0.1,0.1,0.09,0.09,5.5,1.6,13.5,13.2,0.1,1.5,12.75,18,0,0,5,5,15,15,0.11,0.11,0.099,0.09,0.081,0.09,5,1.6,12.75,18,0.09,1.5,12,24,0,0,5,5,15,15,0.11,0.11,0.088,0.08,0.072,0.08,2.5,1.6,12,24,0.08
ConfigMountRiding_161,5,10,0.95,10,1.05,1.12,1.15,100,10,20,0.01,25,0.15,50,1,11.4,8.67,8.2365,6.84,4.8,1.5,1.5,6.3,2,5.5,2,15,13.5,9,9,0,0,0,0,5,5,5,5,15,15,15,15,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.09,0.1,0.09,0.1,15,13.5,12,12,0.1,0.1,1.5,13.5,9.9,0,0,5,5,15,15,0.11,0.11,0.1,0.1,0.09,0.09,5.5,1.6,13.5,13.2,0.1,1.5,12.75,18,0,0,5,5,15,15,0.11,0.11,0.099,0.09,0.081,0.09,5,1.6,12.75,18,0.09,1.5,12,24,0,0,5,5,15,15,0.11,0.11,0.088,0.08,0.072,0.08,2.5,1.6,12,24,0.08
ConfigMountRiding_162,5,10,0.95,10,1.05,1.12,1.15,100,10,20,0.01,25,0.15,50,1,11.415,8.682,8.2479,6.849,4.8,1.5,1.5,6.3,2,5.5,2,15,13.5,9,9,0,0,0,0,5,5,5,5,15,15,15,15,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.09,0.1,0.09,0.1,15,13.5,12,12,0.1,0.1,1.5,13.5,9.9,0,0,5,5,15,15,0.11,0.11,0.1,0.1,0.09,0.09,5.5,1.6,13.5,13.2,0.1,1.5,12.75,18,0,0,5,5,15,15,0.11,0.11,0.099,0.09,0.081,0.09,5,1.6,12.75,18,0.09,1.5,12,24,0,0,5,5,15,15,0.11,0.11,0.088,0.08,0.072,0.08,2.5,1.6,12,24,0.08
ConfigMountRiding_163,5,10,0.95,10,1.05,1.12,1.15,100,10,20,0.01,25,0.15,50,1,11.43,8.694,8.2593,6.858,4.8,1.5,1.5,6.3,2,5.5,2,15,13.5,9,9,0,0,0,0,5,5,5,5,15,15,15,15,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.09,0.1,0.09,0.1,15,13.5,12,12,0.1,0.1,1.5,13.5,9.9,0,0,5,5,15,15,0.11,0.11,0.1,0.1,0.09,0.09,5.5,1.6,13.5,13.2,0.1,1.5,12.75,18,0,0,5,5,15,15,0.11,0.11,0.099,0.09,0.081,0.09,5,1.6,12.75,18,0.09,1.5,12,24,0,0,5,5,15,15,0.11,0.11,0.088,0.08,0.072,0.08,2.5,1.6,12,24,0.08
ConfigMountRiding_164,5,10,0.95,10,1.05,1.12,1.15,100,10,20,0.01,25,0.15,50,1,11.445,8.706,8.2707,6.867,4.8,1.5,1.5,6.3,2,5.5,2,15,13.5,9,9,0,0,0,0,5,5,5,5,15,15,15,15,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.09,0.1,0.09,0.1,15,13.5,12,12,0.1,0.1,1.5,13.5,9.9,0,0,5,5,15,15,0.11,0.11,0.1,0.1,0.09,0.09,5.5,1.6,13.5,13.2,0.1,1.5,12.75,18,0,0,5,5,15,15,0.11,0.11,0.099,0.09,0.081,0.09,5,1.6,12.75,18,0.09,1.5,12,24,0,0,5,5,15,15,0.11,0.11,0.088,0.08,0.072,0.08,2.5,1.6,12,24,0.08
ConfigMountRiding_165,5,10,0.95,10,1.05,1.12,1.15,100,10,20,0.01,25,0.15,50,1,11.46,8.718,8.2821,6.876,4.8,1.5,1.5,6.3,2,5.5,2,15,13.5,9,9,0,0,0,0,5,5,5,5,15,15,15,15,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.09,0.1,0.09,0.1,15,13.5,12,12,0.1,0.1,1.5,13.5,9.9,0,0,5,5,15,15,0.11,0.11,0.1,0.1,0.09,0.09,5.5,1.6,13.5,13.2,0.1,1.5,12.75,18,0,0,5,5,15,15,0.11,0.11,0.099,0.09,0.081,0.09,5,1.6,12.75,18,0.09,1.5,12,24,0,0,5,5,15,15,0.11,0.11,0.088,0.08,0.072,0.08,2.5,1.6,12,24,0.08
ConfigMountRiding_166,5,10,0.95,10,1.05,1.12,1.15,100,10,20,0.01,25,0.15,50,1,11.475,8.73,8.2935,6.885,4.8,1.5,1.5,6.3,2,5.5,2,15,13.5,9,9,0,0,0,0,5,5,5,5,15,15,15,15,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.09,0.1,0.09,0.1,15,13.5,12,12,0.1,0.1,1.5,13.5,9.9,0,0,5,5,15,15,0.11,0.11,0.1,0.1,0.09,0.09,5.5,1.6,13.5,13.2,0.1,1.5,12.75,18,0,0,5,5,15,15,0.11,0.11,0.099,0.09,0.081,0.09,5,1.6,12.75,18,0.09,1.5,12,24,0,0,5,5,15,15,0.11,0.11,0.088,0.08,0.072,0.08,2.5,1.6,12,24,0.08
ConfigMountRiding_167,5,10,0.95,10,1.05,1.12,1.15,100,10,20,0.01,25,0.15,50,1,11.49,8.742,8.3049,6.894,4.8,1.5,1.5,6.3,2,5.5,2,15,13.5,9,9,0,0,0,0,5,5,5,5,15,15,15,15,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.09,0.1,0.09,0.1,15,13.5,12,12,0.1,0.1,1.5,13.5,9.9,0,0,5,5,15,15,0.11,0.11,0.1,0.1,0.09,0.09,5.5,1.6,13.5,13.2,0.1,1.5,12.75,18,0,0,5,5,15,15,0.11,0.11,0.099,0.09,0.081,0.09,5,1.6,12.75,18,0.09,1.5,12,24,0,0,5,5,15,15,0.11,0.11,0.088,0.08,0.072,0.08,2.5,1.6,12,24,0.08
