ItemID,Loc Note,DerivedFromText,DerivedFromIcon,RefinedAtText,RefinedAtLabelText,RefinedAtIcon,CanBeCraftedTextsSmall,CanBeCraftedIconsSmall,SpecialInstructions,UsedAtTexts,UsedAtIcons,CommonUsesLabelText,CommonUsesTextsLarge,CommonUsesIconsLarge,CommonUsesItemsLarge,CommonUsesTextsSmall,CommonUsesIconsSmall,CommonUsesItemsSmall,CanBeCraftedTextsLarge,CanBeCraftedIconsLarge,ResourcesLabelText,ResourcesTexts,ResourcesIcons,ResourcesAmounts,RefineryInputText,RefineryInputIcon,RefineryInputAmount,RefineryOutputText,RefineryOutputIcon,RefineryOutputAmount,MainHeaderIcon,ResourcesHeaderIcon
FoodCorruptedT5,Kitchen Tier 5,,,,,,@FoodCorruptedT5_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
FoodLostT5,Kitchen Tier 5,,,,,,@FoodLostT5_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
FoodAngryEarthT5,Kitchen Tier 5,,,,,,@FoodAngryEarthT5_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
FoodBeastT5,Kitchen Tier 5,,,,,,@FoodBeastT5_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
FoodAncientT5,Kitchen Tier 5,,,,,,@FoodAncientT5_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
FoodManaT5,"KitchenTier5,CampTier5",,,,,,@FoodManaT5_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
FoodDefenseT5,Kitchen Tier 5,,,,,,@FoodDefenseT5_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
FoodWeaponsmithT5,Kitchen Tier 5,,,,,,@FoodWeaponsmithT5_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
FoodJewelcrafterT5,Kitchen Tier 5,,,,,,@FoodJewelcrafterT5_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
FoodEngineerT5,Kitchen Tier 5,,,,,,@FoodEngineerT5_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
FoodArcanistT5,Kitchen Tier 5,,,,,,@FoodArcanistT5_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
FoodArmorerT5,Kitchen Tier 5,,,,,,@FoodArmorerT5_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
FoodMinerT5,Kitchen Tier 5,,,,,,@FoodMinerT5_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
FoodHarvesterT5,Kitchen Tier 5,,,,,,@FoodHarvesterT5_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
FoodHunterT5,Kitchen Tier 5,,,,,,@FoodHunterT5_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
FoodLumberjackT5,Kitchen Tier 5,,,,,,@FoodLumberjackT5_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
FoodSTRT2,Kitchen Tier 2,,,,,,@FoodSTRT2_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
FoodSTRT3,Kitchen Tier 3,,,,,,@FoodSTRT3_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
FoodSTRT4,Kitchen Tier 4,,,,,,@FoodSTRT4_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
FoodSTRT5,Kitchen Tier 5,,,,,,@FoodSTRT5_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
FoodSTRT5b,Kitchen Tier 5,,,,,,@FoodSTRT5b_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
FoodSTRDEXT2,Kitchen Tier 2,,,,,,@FoodSTRDEXT2_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
FoodSTRDEXT3,Kitchen Tier 3,,,,,,@FoodSTRDEXT3_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
FoodSTRDEXT4,Kitchen Tier 4,,,,,,@FoodSTRDEXT4_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
FoodSTRDEXT5,Kitchen Tier 5,,,,,,@FoodSTRDEXT5_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
FoodSTRINTT2,Kitchen Tier 2,,,,,,@FoodSTRINTT2_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
FoodSTRINTT3,Kitchen Tier 3,,,,,,@FoodSTRINTT3_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
FoodSTRINTT4,Kitchen Tier 4,,,,,,@FoodSTRINTT4_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
FoodSTRINTT5,Kitchen Tier 5,,,,,,@FoodSTRINTT5_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
FoodSTRCONT2,Kitchen Tier 2,,,,,,@FoodSTRCONT2_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
FoodSTRCONT3,Kitchen Tier 3,,,,,,@FoodSTRCONT3_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
FoodSTRCONT4,Kitchen Tier 4,,,,,,@FoodSTRCONT4_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
FoodSTRCONT5,Kitchen Tier 5,,,,,,@FoodSTRCONT5_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
FoodSTRFOCT2,Kitchen Tier 2,,,,,,@FoodSTRFOCT2_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
FoodSTRFOCT3,Kitchen Tier 3,,,,,,@FoodSTRFOCT3_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
FoodSTRFOCT4,Kitchen Tier 4,,,,,,@FoodSTRFOCT4_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
FoodSTRFOCT5,Kitchen Tier 5,,,,,,@FoodSTRFOCT5_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
FoodDEXSTRT2,Kitchen Tier 2,,,,,,@FoodDEXSTRT2_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
FoodDEXSTRT3,Kitchen Tier 3,,,,,,@FoodDEXSTRT3_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
FoodDEXSTRT4,Kitchen Tier 4,,,,,,@FoodDEXSTRT4_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
FoodDEXSTRT5,Kitchen Tier 5,,,,,,@FoodDEXSTRT5_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
FoodDEXT2,Kitchen Tier 2,,,,,,@FoodDEXT2_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
FoodDEXT3,Kitchen Tier 3,,,,,,@FoodDEXT3_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
FoodDEXT4,Kitchen Tier 4,,,,,,@FoodDEXT4_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
FoodDEXT5,Kitchen Tier 5,,,,,,@FoodDEXT5_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
FoodDEXT5b,Kitchen Tier 5,,,,,,@FoodDEXT5b_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
FoodDEXINTT2,Kitchen Tier 2,,,,,,@FoodDEXINTT2_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
FoodDEXINTT3,Kitchen Tier 3,,,,,,@FoodDEXINTT3_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
FoodDEXINTT4,Kitchen Tier 4,,,,,,@FoodDEXINTT4_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
FoodDEXINTT5,Kitchen Tier 5,,,,,,@FoodDEXINTT5_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
FoodDEXCONT2,Kitchen Tier 2,,,,,,@FoodDEXCONT2_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
FoodDEXCONT3,Kitchen Tier 3,,,,,,@FoodDEXCONT3_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
FoodDEXCONT4,Kitchen Tier 4,,,,,,@FoodDEXCONT4_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
FoodDEXCONT5,Kitchen Tier 5,,,,,,@FoodDEXCONT5_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
FoodDEXFOCT2,Kitchen Tier 2,,,,,,@FoodDEXFOCT2_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
FoodDEXFOCT3,Kitchen Tier 3,,,,,,@FoodDEXFOCT3_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
FoodDEXFOCT4,Kitchen Tier 4,,,,,,@FoodDEXFOCT4_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
FoodDEXFOCT5,Kitchen Tier 5,,,,,,@FoodDEXFOCT5_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
FoodINTSTRT2,Kitchen Tier 2,,,,,,@FoodINTSTRT2_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
FoodINTSTRT3,Kitchen Tier 3,,,,,,@FoodINTSTRT3_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
FoodINTSTRT4,Kitchen Tier 4,,,,,,@FoodINTSTRT4_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
FoodINTSTRT5,Kitchen Tier 5,,,,,,@FoodINTSTRT5_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
FoodINTDEXT2,Kitchen Tier 2,,,,,,@FoodINTDEXT2_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
FoodINTDEXT3,Kitchen Tier 3,,,,,,@FoodINTDEXT3_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
FoodINTDEXT4,Kitchen Tier 4,,,,,,@FoodINTDEXT4_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
FoodINTDEXT5,Kitchen Tier 5,,,,,,@FoodINTDEXT5_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
FoodINTT2,Kitchen Tier 2,,,,,,@FoodINTT2_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
FoodINTT3,Kitchen Tier 3,,,,,,@FoodINTT3_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
FoodINTT4,Kitchen Tier 4,,,,,,@FoodINTT4_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
FoodINTT5,Kitchen Tier 5,,,,,,@FoodINTT5_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
FoodINTT5b,Kitchen Tier 5,,,,,,@FoodINTT5b_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
FoodINTCONT2,Kitchen Tier 2,,,,,,@FoodINTCONT2_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
FoodINTCONT3,Kitchen Tier 3,,,,,,@FoodINTCONT3_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
FoodINTCONT4,Kitchen Tier 4,,,,,,@FoodINTCONT4_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
FoodINTCONT5,Kitchen Tier 5,,,,,,@FoodINTCONT5_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
FoodINTFOCT2,Kitchen Tier 2,,,,,,@FoodINTFOCT2_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
FoodINTFOCT3,Kitchen Tier 3,,,,,,@FoodINTFOCT3_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
FoodINTFOCT4,Kitchen Tier 4,,,,,,@FoodINTFOCT4_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
FoodINTFOCT5,Kitchen Tier 5,,,,,,@FoodINTFOCT5_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
FoodCONSTRT2,Kitchen Tier 2,,,,,,@FoodCONSTRT2_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
FoodCONSTRT3,Kitchen Tier 3,,,,,,@FoodCONSTRT3_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
FoodCONSTRT4,Kitchen Tier 4,,,,,,@FoodCONSTRT4_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
FoodCONSTRT5,Kitchen Tier 5,,,,,,@FoodCONSTRT5_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
FoodCONDEXT2,Kitchen Tier 2,,,,,,@FoodCONDEXT2_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
FoodCONDEXT3,Kitchen Tier 3,,,,,,@FoodCONDEXT3_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
FoodCONDEXT4,Kitchen Tier 4,,,,,,@FoodCONDEXT4_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
FoodCONDEXT5,Kitchen Tier 5,,,,,,@FoodCONDEXT5_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
FoodCONINTT2,Kitchen Tier 2,,,,,,@FoodCONINTT2_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
FoodCONINTT3,Kitchen Tier 3,,,,,,@FoodCONINTT3_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
FoodCONINTT4,Kitchen Tier 4,,,,,,@FoodCONINTT4_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
FoodCONINTT5,Kitchen Tier 5,,,,,,@FoodCONINTT5_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
FoodCONT2,Kitchen Tier 2,,,,,,@FoodCONT2_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
FoodCONT3,Kitchen Tier 3,,,,,,@FoodCONT3_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
FoodCONT4,Kitchen Tier 4,,,,,,@FoodCONT4_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
FoodCONT5,Kitchen Tier 5,,,,,,@FoodCONT5_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
FoodCONT5b,Kitchen Tier 5,,,,,,@FoodCONT5b_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
FoodCONFOCT2,Kitchen Tier 2,,,,,,@FoodCONFOCT2_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
FoodCONFOCT3,Kitchen Tier 3,,,,,,@FoodCONFOCT3_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
FoodCONFOCT4,Kitchen Tier 4,,,,,,@FoodCONFOCT4_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
FoodCONFOCT5,Kitchen Tier 5,,,,,,@FoodCONFOCT5_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
FoodFOCSTRT2,Kitchen Tier 2,,,,,,@FoodFOCSTRT2_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
FoodFOCSTRT3,Kitchen Tier 3,,,,,,@FoodFOCSTRT3_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
FoodFOCSTRT4,Kitchen Tier 4,,,,,,@FoodFOCSTRT4_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
FoodFOCSTRT5,Kitchen Tier 5,,,,,,@FoodFOCSTRT5_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
FoodFOCDEXT2,Kitchen Tier 2,,,,,,@FoodFOCDEXT2_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
FoodFOCDEXT3,Kitchen Tier 3,,,,,,@FoodFOCDEXT3_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
FoodFOCDEXT4,Kitchen Tier 4,,,,,,@FoodFOCDEXT4_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
FoodFOCDEXT5,Kitchen Tier 5,,,,,,@FoodFOCDEXT5_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
FoodFOCINTT2,Kitchen Tier 2,,,,,,@FoodFOCINTT2_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
FoodFOCINTT3,Kitchen Tier 3,,,,,,@FoodFOCINTT3_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
FoodFOCINTT4,Kitchen Tier 4,,,,,,@FoodFOCINTT4_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
FoodFOCINTT5,Kitchen Tier 5,,,,,,@FoodFOCINTT5_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
FoodFOCCONT2,Kitchen Tier 2,,,,,,@FoodFOCCONT2_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
FoodFOCCONT3,Kitchen Tier 3,,,,,,@FoodFOCCONT3_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
FoodFOCCONT4,Kitchen Tier 4,,,,,,@FoodFOCCONT4_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
FoodFOCCONT5,Kitchen Tier 5,,,,,,@FoodFOCCONT5_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
FoodFOCT2,Kitchen Tier 2,,,,,,@FoodFOCT2_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
FoodFOCT3,Kitchen Tier 3,,,,,,@FoodFOCT3_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
FoodFOCT4,Kitchen Tier 4,,,,,,@FoodFOCT4_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
FoodFOCT5,Kitchen Tier 5,,,,,,@FoodFOCT5_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
FoodFOCT5b,Kitchen Tier 5,,,,,,@FoodFOCT5b_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
1hSkinningKnifeT1,Camp Tier 1,,,,,,@1hSkinningKnifeT1_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
1hSkinningKnifeT2,Workshop Tier 2,,,,,,@1hSkinningKnifeT2_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
1hSkinningKnifeT3,Workshop Tier 3,,,,,,@1hSkinningKnifeT3_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
1hSkinningKnifeT4,Workshop Tier 4,,,,,,@1hSkinningKnifeT4_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
1hSkinningKnifeT5,Workshop Tier 5,,,,,,@1hSkinningKnifeT5_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
1hSickleT1,Camp Tier 1,,,,,,@1hSickleT1_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
1hSickleT2,Workshop Tier 2,,,,,,@1hSickleT2_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
1hSickleT3,Workshop Tier 3,,,,,,@1hSickleT3_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
1hSickleT4,Workshop Tier 4,,,,,,@1hSickleT4_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
1hSickleT5,Workshop Tier 5,,,,,,@1hSickleT5_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
2hAxeT1FTUE,,,,,,,@2hAxeT1FTUE_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
2hAxeT1,Camp Tier 1,,,,,,@2hAxeT1_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
2hAxeT2,Workshop Tier 2,,,,,,@2hAxeT2_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
2hAxeT3,Workshop Tier 3,,,,,,@2hAxeT3_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
2hAxeT4,Workshop Tier 4,,,,,,@2hAxeT4_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
2hAxeT5,Workshop Tier 5,,,,,,@2hAxeT5_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
1hPickT1,Camp Tier 1,,,,,,@1hPickT1_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
2hPickT1,,,,,,,@2hPickT1_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
2hPickT2,Workshop Tier 2,,,,,,@2hPickT2_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
2hPickT3,Workshop Tier 3,,,,,,@2hPickT3_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
2hPickT4,Workshop Tier 4,,,,,,@2hPickT4_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
2hPickT5,Workshop Tier 5,,,,,,@2hPickT5_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
2hFishingPoleT1,Camp Tier 1,,,,,,@2hFishingPoleT1_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
2hFishingPoleT2,Workshop Tier 2,,,,,,@2hFishingPoleT2_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
2hFishingPoleT3,Workshop Tier 3,,,,,,@2hFishingPoleT3_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
2hFishingPoleT4,Workshop Tier 4,,,,,,@2hFishingPoleT4_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
2hFishingPoleT5,Workshop Tier 5,,,,,,@2hFishingPoleT5_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
1hSwordT1,Camp Tier 1,,,,,,@1hSwordT1_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
1hSwordT2,Forge Tier 2,,,,,,@1hSwordT2_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
1hSwordT3,Forge Tier 3,,,,,,@1hSwordT3_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
1hSwordT4,Forge Tier 4,,,,,,@1hSwordT4_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
1hSwordT5,Forge Tier 5,,,,,,@1hSwordT5_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
1hSwordBT2,Forge Tier 2,,,,,,@1hSwordBT2_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
1hSwordBT3,Forge Tier 3,,,,,,@1hSwordBT3_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
1hSwordBT4,Forge Tier 4,,,,,,@1hSwordBT4_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
1hSwordBT5,Forge Tier 5,,,,,,@1hSwordBT5_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
1hHatchetT2,Forge Tier 2,,,,,,@1hHatchetT2_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
1hHatchetT3,Forge Tier 3,,,,,,@1hHatchetT3_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
1hHatchetT4,Forge Tier 4,,,,,,@1hHatchetT4_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
1hHatchetT5,Forge Tier 5,,,,,,@1hHatchetT5_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
2hWarhammerT2,Forge Tier 2,,,,,,@2hWarhammerT2_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
2hWarhammerT3,Forge Tier 3,,,,,,@2hWarhammerT3_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
2hWarhammerT4,Forge Tier 4,,,,,,@2hWarhammerT4_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
2hWarhammerT5,Forge Tier 5,,,,,,@2hWarhammerT5_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
2hGreatAxeT2,Forge Tier 2,,,,,,@2hGreatAxeT2_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
2hGreatAxeT3,Forge Tier 3,,,,,,@2hGreatAxeT3_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
2hGreatAxeT4,Forge Tier 4,,,,,,@2hGreatAxeT4_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
2hGreatAxeT5,Forge Tier 5,,,,,,@2hGreatAxeT5_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
2hSpearT2,Forge Tier 2,,,,,,@2hSpearT2_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
2hSpearT3,Forge Tier 3,,,,,,@2hSpearT3_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
2hSpearT4,Forge Tier 4,,,,,,@2hSpearT4_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
2hSpearT5,Forge Tier 5,,,,,,@2hSpearT5_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
2hBowT1,Camp Tier 1,,,,,,@2hBowT1_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
2hBowT2,Workshop Tier 2,,,,,,@2hBowT2_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
2hBowT3,Workshop Tier 3,,,,,,@2hBowT3_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
2hBowT4,Workshop Tier 4,,,,,,@2hBowT4_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
2hBowT5,Workshop Tier 5,,,,,,@2hBowT5_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
2hMusketT2,Workshop Tier 2,,,,,,@2hMusketT2_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
2hMusketT3,Workshop Tier 3,,,,,,@2hMusketT3_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
2hMusketT4,Workshop Tier 4,,,,,,@2hMusketT4_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
2hMusketT5,Workshop Tier 5,,,,,,@2hMusketT5_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
2hElementalStaff_FireT2,Arcane Repository Tier 2,,,,,,@2hElementalStaff_FireT2_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
2hElementalStaff_FireT3,Arcane Repository Tier 3,,,,,,@2hElementalStaff_FireT3_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
2hElementalStaff_FireT4,Arcane Repository Tier 4,,,,,,@2hElementalStaff_FireT4_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
2hElementalStaff_FireT5,Arcane Repository Tier 5,,,,,,@2hElementalStaff_FireT5_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
2hCelestialStaff_LifeT2,Arcane Repository Tier 2,,,,,,@2hCelestialStaff_LifeT2_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
2hCelestialStaff_LifeT3,Arcane Repository Tier 3,,,,,,@2hCelestialStaff_LifeT3_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
2hCelestialStaff_LifeT4,Arcane Repository Tier 4,,,,,,@2hCelestialStaff_LifeT4_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
2hCelestialStaff_LifeT5,Arcane Repository Tier 5,,,,,,@2hCelestialStaff_LifeT5_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
1hShieldAT2,Forge Tier 2,,,,,,@1hShieldAT2_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
1hShieldAT3,Forge Tier 3,,,,,,@1hShieldAT3_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
1hShieldAT4,Forge Tier 4,,,,,,@1hShieldAT4_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
1hShieldAT5,Forge Tier 5,,,,,,@1hShieldAT5_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
1hShieldBT3,Forge Tier 3,,,,,,@1hShieldBT3_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
1hShieldBT4,Forge Tier 4,,,,,,@1hShieldBT4_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
1hShieldBT5,Forge Tier 5,,,,,,@1hShieldBT5_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
1hShieldCT4,Forge Tier 4,,,,,,@1hShieldCT4_CraftedAt,,,,,,,,,,,,,,,,,,,,,,,,,
