TaskID,Type,FailOnCondition,StayActive,RequiredLevel,TargetQty,ItemName,ItemDropVC,ItemDropProbability,ChestDropProbability,EnforceLocationRequirement,TerritoryID,POITag,GameModeID,LootTag,PauseAndClearLootOnTaskComplete,AwardOnlyOnce,ShouldCheckPoints,GuranteedDropAttempts,TargetThreshold,CraftingRecipeId,CraftAnyRecipe,InteractTag,UIScreenTag,TriggerAreaType,KillEnemyType,KillEnemyWeaponID,Duration,TaskBuySellType,IsPurchaseOrEarn,IsExactMatch,UseTypeAffix,TypeAffix,UseMatAffix,MatAffix,UseMagicAffix,MagicAffix,MapMarkerMapIcon,MapMarkerTitleLocTag,MapMarkerDescriptionLocTag,MapMarkerWorldPositionX,MapMarkerWorldPositionY,MapMarkerWorldDistanceThreshold,UseLargeItemDisplay,TP_TargetTag,TP_DescriptionTag,TargetDescriptionTaskId,OverrideLocation,IsHidden,CompletedNotificationId,GridLayout,CommunityGoalTag,HideChildren,TriggerAnalyticsEvent,SubTask1,SubTask2,SubTask3,SubTask4,SubTask5
FM_S_0470_leg_C_task,TaskHaveAndReturnItems,,,,12,FM_loot_item_30_04,,,100,1,,shattered_obelisk,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,
FM_C_0461_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_C_0461_tasks_first_container,M_ReturnToGiver,,,
FM_C_0461_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,FM_C_0461_leg_A_task,FM_C_0461_leg_B_task,FM_C_0461_leg_C_task,,
FM_C_0461_leg_A_task,TaskHaveAndReturnItems,,,,7,FM_loot_item_1_04,,,100,1,,undead_bastion_40207,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,
FM_C_0461_leg_B_task,TaskHaveAndReturnItems,,,,4,FM_loot_item_2_04,,,100,1,,ancient_ruins_40223,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,
FM_C_0461_leg_C_task,TaskHaveAndReturnItems,,,,7,FM_loot_item_3_04,,,100,1,,undead_bastion_40227,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,
FM_C_0462_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_C_0462_tasks_first_container,M_ReturnToGiver,,,
FM_C_0462_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,FM_C_0462_leg_A_task,FM_C_0462_leg_B_task,FM_C_0462_leg_C_task,,
FM_C_0462_leg_A_task,TaskHaveAndReturnItems,,,,8,FM_loot_item_4_04,,,100,1,,undead_bastion_40227,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,
FM_C_0462_leg_B_task,TaskHaveAndReturnItems,,,,8,FM_loot_item_5_04,,,100,1,,undead_bastion_40207,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,
FM_C_0462_leg_C_task,TaskHaveAndReturnItems,,,,8,FM_loot_item_6_04,,,100,1,,undead_bastion_50232,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,
FM_C_0463_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_C_0463_tasks_first_container,M_ReturnToGiver,,,
FM_C_0463_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,FM_C_0463_leg_A_task,FM_C_0463_leg_B_task,FM_C_0463_leg_C_task,,
FM_C_0463_leg_A_task,TaskHaveAndReturnItems,,,,4,FM_loot_item_7_04,,,100,1,,withered_farm_3_40149,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,
FM_C_0463_leg_B_task,TaskHaveAndReturnItems,,,,4,FM_loot_item_8_04,,,100,1,,cave_40224,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,
FM_C_0463_leg_C_task,TaskHaveAndReturnItems,,,,4,FM_loot_item_9_04,,,100,1,,abandoned_village_40266,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,
FM_C_0464_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_C_0464_tasks_first_container,M_ReturnToGiver,,,
FM_C_0464_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,FM_C_0464_leg_A_task,FM_C_0464_leg_B_task,FM_C_0464_leg_C_task,,
FM_C_0464_leg_A_task,TaskHaveAndReturnItems,,,,8,FM_loot_item_10_04,,,100,1,,abandoned_village_40266,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,
FM_C_0464_leg_B_task,TaskHaveAndReturnItems,,,,8,FM_loot_item_11_04,,,100,1,,cave_40247,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,
FM_C_0464_leg_C_task,TaskHaveAndReturnItems,,,,8,FM_loot_item_12_04,,,100,1,,abandoned_fishing_village_40246,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,
FM_C_0465_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_C_0465_tasks_first_container,M_ReturnToGiver,,,
FM_C_0465_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,FM_C_0465_leg_A_task,FM_C_0465_leg_B_task,FM_C_0465_leg_C_task,,
FM_C_0465_leg_A_task,TaskHaveAndReturnItems,,,,8,FM_loot_item_13_04,,,100,1,,abandoned_village_40266,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,
FM_C_0465_leg_B_task,TaskHaveAndReturnItems,,,,8,FM_loot_item_14_04,,,100,1,,abandoned_farm_village_40201,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,
FM_C_0465_leg_C_task,TaskHaveAndReturnItems,,,,4,FM_loot_item_15_04,,,100,1,,cave_40224,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,
FM_C_0467_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_C_0467_tasks_first_container,M_ReturnToGiver,,,
FM_C_0467_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,FM_C_0467_leg_A_task,FM_C_0467_leg_B_task,FM_C_0467_leg_C_task,,
FM_C_0467_leg_A_task,TaskHaveAndReturnItems,,,,1,FM_loot_item_19_04,,,100,1,,ancient_tower_40217,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,
FM_C_0467_leg_B_task,TaskHaveAndReturnItems,,,,1,FM_loot_item_20_04,,,100,1,,ancient_tower_40218,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,
FM_C_0467_leg_C_task,TaskHaveAndReturnItems,,,,1,FM_loot_item_21_04,,,100,1,,ancient_tower_40219,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,
FM_C_0468_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_C_0468_tasks_first_container,M_ReturnToGiver,,,
FM_C_0468_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,FM_C_0468_leg_A_task,FM_C_0468_leg_B_task,FM_C_0468_leg_C_task,,
FM_C_0468_leg_A_task,TaskHaveAndReturnItems,,,,1,FM_loot_item_22_04,,,100,1,,ancient_tower_40217,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,
FM_C_0468_leg_B_task,TaskHaveAndReturnItems,,,,1,FM_loot_item_23_04,,,100,1,,ancient_tower_40219,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,
FM_C_0468_leg_C_task,TaskHaveAndReturnItems,,,,5,FM_loot_item_24_04,,,100,1,,nettlerest_graveyard_40151,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,
FM_C_0469_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_C_0469_tasks_first_container,M_ReturnToGiver,,,
FM_C_0469_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,FM_C_0469_leg_A_task,FM_C_0469_leg_B_task,FM_C_0469_leg_C_task,,
FM_C_0469_leg_A_task,TaskHaveAndReturnItems,,,,1,FM_loot_item_25_04,,,100,1,,ancient_tower_40219,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,
FM_C_0469_leg_B_task,TaskHaveAndReturnItems,,,,1,FM_loot_item_26_04,,,100,1,,ancient_lookout_40114,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,
FM_C_0469_leg_C_task,TaskHaveAndReturnItems,,,,1,FM_loot_item_27_04,,,100,1,,ancient_lookout_40113,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,
FM_C_0470_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_C_0470_tasks_first_container,M_ReturnToGiver,,,
FM_C_0470_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,FM_C_0470_leg_A_task,FM_C_0470_leg_B_task,FM_C_0470_leg_C_task,,
FM_C_0470_leg_A_task,TaskHaveAndReturnItems,,,,1,FM_loot_item_28_04,,,100,1,,ancient_lookout_40113,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,
FM_C_0470_leg_B_task,TaskHaveAndReturnItems,,,,1,FM_loot_item_29_04,,,100,1,,ancient_lookout_40109,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,
FM_C_0470_leg_C_task,TaskHaveAndReturnItems,,,,12,FM_loot_item_30_04,,,100,1,,shattered_obelisk,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,
FM_04_H_01_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_04_H_01_tasks_first_container,M_ReturnToGiver,,,
FM_04_H_01_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,FM_04_H_01_leg_A_task,FM_04_H_01_leg_B_task,FM_04_H_01_leg_C_task,,
FM_04_H_01_leg_A_task,TaskGatherAndReturnItems,,,,3,FM_hunt_item_1_04,Sheep_Churro_8,100,,1,,northwindsward2,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_hunt_generic_at_POI,,,,,,,,,,,,,
FM_04_H_01_leg_B_task,TaskGatherAndReturnItems,,,,3,FM_hunt_item_2_04,Turkey,100,,1,,northwindsward3,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_hunt_generic_at_POI,,,,,,,,,,,,,
FM_04_H_01_leg_C_task,TaskGatherAndReturnItems,,,,3,FM_hunt_item_3_04,Wolf_Timber_9,100,,1,,northwindsward7,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_hunt_generic_at_POI,,,,,,,,,,,,,
FM_04_H_02_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_04_H_02_tasks_first_container,M_ReturnToGiver,,,
FM_04_H_02_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,FM_04_H_02_leg_A_task,FM_04_H_02_leg_B_task,FM_04_H_02_leg_C_task,,
FM_04_H_02_leg_A_task,TaskGatherAndReturnItems,,,,3,FM_hunt_item_4_04,Sheep_Eastern_15,100,,1,,northwindsward6,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_hunt_generic_at_POI,,8737.14 4934.23 166.64,,,,,,,,,,,
FM_04_H_02_leg_B_task,TaskGatherAndReturnItems,,,,3,FM_hunt_item_5_04,Wolf_Grey_15,100,,1,,northwindsward9,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_hunt_generic_at_POI,,,,,,,,,,,,,
FM_04_H_02_leg_C_task,TaskGatherAndReturnItems,,,,3,FM_hunt_item_6_04,Rabbit_Spotted,100,,1,,northwindsward10,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_hunt_generic_at_POI,,,,,,,,,,,,,
FM_04_H_03_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_04_H_03_tasks_first_container,M_ReturnToGiver,,,
FM_04_H_03_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,FM_04_H_03_leg_A_task,FM_04_H_03_leg_B_task,FM_04_H_03_leg_C_task,,
FM_04_H_03_leg_A_task,TaskGatherAndReturnItems,,,,3,FM_hunt_item_7_04,Wolf_Black_22,100,,1,,northwindsward5,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_hunt_generic_at_POI,,,,,,,,,,,,,
FM_04_H_03_leg_B_task,TaskGatherAndReturnItems,,,,3,FM_hunt_item_8_04,Mountain_Lion_20,100,,1,,northwindsward8,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_hunt_generic_at_POI,,,,,,,,,,,,,
FM_04_H_03_leg_C_task,TaskGatherAndReturnItems,,,,3,FM_hunt_item_9_04,Lynx_24,100,,1,,northwindsward4,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_hunt_generic_at_POI,,,,,,,,,,,,,
FM_04_EXP_01_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_04_EXP_01_leg_A_task,M_ReturnToGiver,,,
FM_04_EXP_01_leg_A_task,TaskKillContribution,,,,12,,,,,,,shattered_obelisk,DungeonShatteredObelisk,,true,,,,,,,,,,Skeleton_1H_Sword_DG_Everfall_00,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,
FM_04_EXP_02_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_04_EXP_02_tasks_first_container,M_ReturnToGiver,,,
FM_04_EXP_02_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,FM_04_EXP_02_leg_A_task,FM_04_EXP_02_leg_B_task,,,
FM_04_EXP_02_leg_A_task,TaskHaveAndReturnItems,,,,3,FM_loot_item_31,AncientGuardian_Reaver_DG_Everfall_00,100,,,,shattered_obelisk,DungeonShatteredObelisk,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_task_kill_have_X_items,,,,,,,,,,,,,
FM_04_EXP_02_leg_B_task,TaskHaveAndReturnItems,,,,3,FM_loot_item_32,AncientGuardian_Javelineer_DG_Everfall_00,100,,,,shattered_obelisk,DungeonShatteredObelisk,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_task_kill_have_X_items,,,,,,,,,,,,,
FM_04_EXP_03_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_04_EXP_03_leg_A_task,M_ReturnToGiver,,,
FM_04_EXP_03_leg_A_task,TaskHaveAndReturnItems,,,,4,FM_loot_item_33,,,100,,,shattered_obelisk,DungeonShatteredObelisk,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,
