TaskID,Type,FailOnCondition,StayActive,TargetQty,ItemName,ItemDropVC,ItemDropProbability,ChestDropProbability,EnforceLocationRequirement,TerritoryID,POITag,LootTag,PauseAndClearLootOnTaskComplete,AwardOnlyOnce,ShouldCheckPoints,GuranteedDropAttempts,TargetThreshold,CraftingRecipeId,CraftAnyRecipe,InteractTag,UIScreenTag,TriggerAreaType,KillEnemyType,KillEnemyWeaponID,Duration,TaskBuySellType,IsPurchaseOrEarn,IsExactMatch,UseTypeAffix,TypeAffix,UseMatAffix,MatAffix,UseMagicAffix,MagicAffix,MapMarkerMapIcon,MapMarkerTitleLocTag,MapMarkerDescriptionLocTag,MapMarkerWorldPositionX,MapMarkerWorldPositionY,MapMarkerWorldDistanceThreshold,UseLargeItemDisplay,TP_TargetTag,TP_DescriptionTag,TargetDescriptionTaskId,OverrideLocation,IsHidden,HideDiegeticGatherablePins,ShowDiegeticTaskPin,DiegeticPinZOverride,SS_VariantName,SS_StatePreset,CompletedNotificationId,GridLayout,CommunityGoalTag,HideChildren,TriggerAnalyticsEvent,OnInteractStart,SubTask1,SubTask2,SubTask3,SubTask4,SubTask5
FM_S_0304_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_S_0304_leg_A_task,FM_S_0304_leg_B_task,FM_S_0304_leg_C_task,,
FM_S_0304_leg_A_task,TaskKillContribution,,,8,,,,,true,,ancient_shrine_40313,,true,,,,,,,,,,Ancient,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_S_0304_leg_B_task,TaskKillContribution,,,8,,,,,true,,ancient_bridge_40329,,true,,,,,,,,,,Corrupted,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_S_0304_leg_C_task,TaskKillContribution,,,8,,,,,true,,ancient_ruins_40330,,true,,,,,,,,,,Ancient,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_S_0305_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_S_0305_tasks_first_container,M_ReturnToGiver,,,
FM_S_0305_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_S_0305_leg_A_task,FM_S_0305_leg_B_task,FM_S_0305_leg_C_task,,
FM_S_0305_leg_A_task,TaskKillContribution,,,8,,,,,true,,ancient_ruins_40330,,true,,,,,,,,,,Ancient,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_S_0305_leg_B_task,TaskKillContribution,,,8,,,,,true,,corrupted_fort_40317,,true,,,,,,,,,,Corrupted,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_S_0305_leg_C_task,TaskKillContribution,,,6,,,,,true,,ancient_shrine_40311,,true,,,,,,,,,,Ancient,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_S_0306_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_S_0306_tasks_first_container,M_ReturnToGiver,,,
FM_S_0306_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_S_0306_leg_A_task,FM_S_0306_leg_B_task,FM_S_0306_leg_C_task,,
FM_S_0306_leg_A_task,TaskKillContribution,,,8,,,,,true,,corrupted_fort_40315,,true,,,,,,,,,,Corrupted,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_S_0306_leg_B_task,TaskKillContribution,,,8,,,,,true,,ancient_bridge_40329,,true,,,,,,,,,,Corrupted,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_S_0306_leg_C_task,TaskKillContribution,,,8,,,,,true,,corrupted_fort_40317,,true,,,,,,,,,,Corrupted,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_S_0307_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_S_0307_tasks_first_container,M_ReturnToGiver,,,
FM_S_0307_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_S_0307_leg_A_task,FM_S_0307_leg_B_task,FM_S_0307_leg_C_task,,
FM_S_0307_leg_A_task,TaskKillContribution,,,8,,,,,true,,corrupted_fort_40317,,true,,,,,,,,,,Corrupted,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_S_0307_leg_B_task,TaskKillContribution,,,8,,,,,true,,corrupted_fort_40315,,true,,,,,,,,,,Corrupted,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_S_0307_leg_C_task,TaskKillContribution,,,8,,,,,true,,ancient_bridge_40329,,true,,,,,,,,,,Corrupted,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_S_0308_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_S_0308_tasks_first_container,M_ReturnToGiver,,,
FM_S_0308_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_S_0308_leg_A_task,FM_S_0308_leg_B_task,FM_S_0308_leg_C_task,,
FM_S_0308_leg_A_task,TaskKillContribution,,,5,,,,,true,,graveyard_40320,,true,,,,,,,,,,Lost,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_S_0308_leg_B_task,TaskKillContribution,,,5,,,,,true,,abandoned_farm_village_40303,,true,,,,,,,,,,Misty,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_S_0308_leg_C_task,TaskKillContribution,,,5,,,,,true,,corrupted_fort_40315,,true,,,,,,,,,,Corrupted,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_S_0309_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_S_0309_tasks_first_container,M_ReturnToGiver,,,
FM_S_0309_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_S_0309_leg_A_task,FM_S_0309_leg_B_task,FM_S_0309_leg_C_task,,
FM_S_0309_leg_A_task,TaskKillContribution,,,8,,,,,true,,corrupted_camp_40302,,true,,,,,,,,,,Corrupted,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_S_0309_leg_B_task,TaskKillContribution,,,8,,,,,true,,corrupted_fort_40318,,true,,,,,,,,,,Corrupted,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_S_0309_leg_C_task,TaskKillContribution,,,8,,,,,true,,military_camp_40405,,true,,,,,,,,,,Corrupted,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_S_0310_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_S_0310_tasks_first_container,M_ReturnToGiver,,,
FM_S_0310_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_S_0310_leg_A_task,FM_S_0310_leg_B_task,FM_S_0310_leg_C_task,,
FM_S_0310_leg_A_task,TaskKillContribution,,,8,,,,,true,,abandoned_village_40309,,true,,,,,,,,,,Unhallowed,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_S_0310_leg_B_task,TaskKillContribution,,,8,,,,,true,,ancient_shrine_40312,,true,,,,,,,,,,Corrupted,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_S_0310_leg_C_task,TaskKillContribution,,,8,,,,,true,,military_camp_40405,,true,,,,,,,,,,Corrupted,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_C_0301_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_C_0301_tasks_first_container,M_ReturnToGiver,,,
FM_C_0301_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_C_0301_leg_A_task,FM_C_0301_leg_B_task,FM_C_0301_leg_C_task,,
FM_C_0301_leg_A_task,TaskKillContribution,,,8,,,,,true,,greatcleavesouthwall_40301,,true,,,,,,,,,,Corrupted,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_C_0301_leg_B_task,TaskKillContribution,,,8,,,,,true,,mine_40305,,true,,,,,,,,,,Corrupted,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_C_0301_leg_C_task,TaskKillContribution,,,8,,,,,true,,abandoned_village_40308,,true,,,,,,,,,,Corrupted,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_C_0302_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_C_0302_tasks_first_container,M_ReturnToGiver,,,
FM_C_0302_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_C_0302_leg_A_task,FM_C_0302_leg_B_task,FM_C_0302_leg_C_task,,
FM_C_0302_leg_A_task,TaskKillContribution,,,8,,,,,true,,greatcleavesouthwall_40301,,true,,,,,,,,,,Corrupted,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_C_0302_leg_B_task,TaskKillContribution,,,8,,,,,true,,ancient_ruins_40330,,true,,,,,,,,,,Ancient,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_C_0302_leg_C_task,TaskKillContribution,,,8,,,,,true,,abandoned_village_40307,,true,,,,,,,,,,Corrupted,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_C_0303_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_C_0303_tasks_first_container,M_ReturnToGiver,,,
FM_C_0303_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_C_0303_leg_A_task,FM_C_0303_leg_B_task,FM_C_0303_leg_C_task,,
FM_C_0303_leg_A_task,TaskKillContribution,,,8,,,,,true,,ancient_ruins_40330,,true,,,,,,,,,,Ancient,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_C_0303_leg_B_task,TaskKillContribution,,,8,,,,,true,,mine_40305,,true,,,,,,,,,,Corrupted,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_C_0303_leg_C_task,TaskKillContribution,,,8,,,,,true,,ancient_shrine_40313,,true,,,,,,,,,,Ancient,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_C_0304_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_C_0304_tasks_first_container,M_ReturnToGiver,,,
FM_C_0304_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_C_0304_leg_A_task,FM_C_0304_leg_B_task,FM_C_0304_leg_C_task,,
FM_C_0304_leg_A_task,TaskKillContribution,,,8,,,,,true,,ancient_shrine_40313,,true,,,,,,,,,,Ancient,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_C_0304_leg_B_task,TaskKillContribution,,,8,,,,,true,,ancient_bridge_40329,,true,,,,,,,,,,Corrupted,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_C_0304_leg_C_task,TaskKillContribution,,,8,,,,,true,,ancient_ruins_40330,,true,,,,,,,,,,Ancient,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_C_0305_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_C_0305_tasks_first_container,M_ReturnToGiver,,,
FM_C_0305_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_C_0305_leg_A_task,FM_C_0305_leg_B_task,FM_C_0305_leg_C_task,,
FM_C_0305_leg_A_task,TaskKillContribution,,,8,,,,,true,,ancient_ruins_40330,,true,,,,,,,,,,Ancient,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_C_0305_leg_B_task,TaskKillContribution,,,8,,,,,true,,corrupted_fort_40317,,true,,,,,,,,,,Corrupted,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_C_0305_leg_C_task,TaskKillContribution,,,6,,,,,true,,ancient_shrine_40311,,true,,,,,,,,,,Ancient,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_C_0306_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_C_0306_tasks_first_container,M_ReturnToGiver,,,
FM_C_0306_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_C_0306_leg_A_task,FM_C_0306_leg_B_task,FM_C_0306_leg_C_task,,
FM_C_0306_leg_A_task,TaskKillContribution,,,8,,,,,true,,corrupted_fort_40315,,true,,,,,,,,,,Corrupted,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_C_0306_leg_B_task,TaskKillContribution,,,8,,,,,true,,ancient_bridge_40329,,true,,,,,,,,,,Corrupted,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_C_0306_leg_C_task,TaskKillContribution,,,8,,,,,true,,corrupted_fort_40317,,true,,,,,,,,,,Corrupted,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_C_0307_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_C_0307_tasks_first_container,M_ReturnToGiver,,,
FM_C_0307_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_C_0307_leg_A_task,FM_C_0307_leg_B_task,FM_C_0307_leg_C_task,,
FM_C_0307_leg_A_task,TaskKillContribution,,,8,,,,,true,,corrupted_fort_40317,,true,,,,,,,,,,Corrupted,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_C_0307_leg_B_task,TaskKillContribution,,,8,,,,,true,,corrupted_fort_40315,,true,,,,,,,,,,Corrupted,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_C_0307_leg_C_task,TaskKillContribution,,,8,,,,,true,,ancient_bridge_40329,,true,,,,,,,,,,Corrupted,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_C_0308_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_C_0308_tasks_first_container,M_ReturnToGiver,,,
FM_C_0308_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_C_0308_leg_A_task,FM_C_0308_leg_B_task,FM_C_0308_leg_C_task,,
FM_C_0308_leg_A_task,TaskKillContribution,,,5,,,,,true,,graveyard_40320,,true,,,,,,,,,,Lost,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_C_0308_leg_B_task,TaskKillContribution,,,5,,,,,true,,abandoned_farm_village_40303,,true,,,,,,,,,,Misty,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_C_0308_leg_C_task,TaskKillContribution,,,5,,,,,true,,corrupted_fort_40315,,true,,,,,,,,,,Corrupted,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_C_0309_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_C_0309_tasks_first_container,M_ReturnToGiver,,,
FM_C_0309_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_C_0309_leg_A_task,FM_C_0309_leg_B_task,FM_C_0309_leg_C_task,,
FM_C_0309_leg_A_task,TaskKillContribution,,,8,,,,,true,,corrupted_camp_40302,,true,,,,,,,,,,Corrupted,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_C_0309_leg_B_task,TaskKillContribution,,,8,,,,,true,,corrupted_fort_40318,,true,,,,,,,,,,Corrupted,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_C_0309_leg_C_task,TaskKillContribution,,,8,,,,,true,,military_camp_40405,,true,,,,,,,,,,Corrupted,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_C_0310_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_C_0310_tasks_first_container,M_ReturnToGiver,,,
FM_C_0310_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_C_0310_leg_A_task,FM_C_0310_leg_B_task,FM_C_0310_leg_C_task,,
FM_C_0310_leg_A_task,TaskKillContribution,,,8,,,,,true,,abandoned_village_40309,,true,,,,,,,,,,Unhallowed,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_C_0310_leg_B_task,TaskKillContribution,,,8,,,,,true,,ancient_shrine_40312,,true,,,,,,,,,,Corrupted,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_C_0310_leg_C_task,TaskKillContribution,,,8,,,,,true,,military_camp_40405,,true,,,,,,,,,,Corrupted,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_0361_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_0361_tasks_first_container,M_ReturnToGiver,,,
FM_0361_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_0361_leg_A_task,FM_0361_leg_B_task,FM_0361_leg_C_task,,
FM_0361_leg_A_task,TaskHaveAndReturnItems,,,7,FM_loot_item_1_03,,,100,true,,corrupted_fort_40316,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_0361_leg_B_task,TaskHaveAndReturnItems,,,7,FM_loot_item_2_03,,,100,true,,abandoned_village_40308,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_0361_leg_C_task,TaskHaveAndReturnItems,,,7,FM_loot_item_3_03,,,100,true,,mine_40305,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_0362_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_0362_tasks_first_container,M_ReturnToGiver,,,
FM_0362_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_0362_leg_A_task,FM_0362_leg_B_task,FM_0362_leg_C_task,,
FM_0362_leg_A_task,TaskHaveAndReturnItems,,,6,FM_loot_item_4_03,,,100,true,,ancient_shrine_40313,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_0362_leg_B_task,TaskHaveAndReturnItems,,,6,FM_loot_item_5_03,,,100,true,,mine_40305,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_0362_leg_C_task,TaskHaveAndReturnItems,,,6,FM_loot_item_6_03,,,100,true,,abandoned_village_40307,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_0363_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_0363_tasks_first_container,M_ReturnToGiver,,,
FM_0363_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_0363_leg_A_task,FM_0363_leg_B_task,FM_0363_leg_C_task,,
FM_0363_leg_A_task,TaskHaveAndReturnItems,,,6,FM_loot_item_7_03,,,100,true,,ancient_ruins_40330,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_0363_leg_B_task,TaskHaveAndReturnItems,,,6,FM_loot_item_8_03,,,100,true,,abandoned_village_40307,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_0363_leg_C_task,TaskHaveAndReturnItems,,,8,FM_loot_item_9_03,,,100,true,,corrupted_fort_40316,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_0364_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_0364_tasks_first_container,M_ReturnToGiver,,,
FM_0364_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_0364_leg_A_task,FM_0364_leg_B_task,FM_0364_leg_C_task,,
FM_0364_leg_A_task,TaskHaveAndReturnItems,,,6,FM_loot_item_10_03,,,100,true,,ancient_ruins_40330,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_0364_leg_B_task,TaskHaveAndReturnItems,,,6,FM_loot_item_11_03,,,100,true,,abandoned_village_40307,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_0364_leg_C_task,TaskHaveAndReturnItems,,,5,FM_loot_item_12_03,,,100,true,,ancient_bridge_40329,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_0365_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_0365_tasks_first_container,M_ReturnToGiver,,,
FM_0365_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_0365_leg_A_task,FM_0365_leg_B_task,FM_0365_leg_C_task,,
FM_0365_leg_A_task,TaskHaveAndReturnItems,,,5,FM_loot_item_13_03,,,100,true,,ancient_bridge_40329,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_0365_leg_B_task,TaskHaveAndReturnItems,,,6,FM_loot_item_14_03,,,100,true,,abandoned_village_40307,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_0365_leg_C_task,TaskHaveAndReturnItems,,,7,FM_loot_item_15_03,,,100,true,,corrupted_fort_40317,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_0366_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_0366_tasks_first_container,M_ReturnToGiver,,,
FM_0366_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_0366_leg_A_task,FM_0366_leg_B_task,FM_0366_leg_C_task,,
