TaskID,Type,FailOnCondition,StayActive,TargetQty,ItemName,ItemDropVC,ItemDropProbability,ChestDropProbability,EnforceLocationRequirement,TerritoryID,POITag,LootTag,PauseAndClearLootOnTaskComplete,AwardOnlyOnce,ShouldCheckPoints,GuranteedDropAttempts,TargetThreshold,CraftingRecipeId,CraftAnyRecipe,InteractTag,UIScreenTag,TriggerAreaType,KillEnemyType,KillEnemyWeaponID,Duration,TaskBuySellType,IsPurchaseOrEarn,IsExactMatch,UseTypeAffix,TypeAffix,UseMatAffix,MatAffix,UseMagicAffix,MagicAffix,MapMarkerMapIcon,MapMarkerTitleLocTag,MapMarkerDescriptionLocTag,MapMarkerWorldPositionX,MapMarkerWorldPositionY,MapMarkerWorldDistanceThreshold,UseLargeItemDisplay,TP_TargetTag,TP_DescriptionTag,TargetDescriptionTaskId,OverrideLocation,TP_StayComplete,IsHidden,HideDiegeticGatherablePins,ShowDiegeticTaskPin,DiegeticPinZOverride,SS_VariantName,SS_StatePreset,CompletedNotificationId,GridLayout,CommunityGoalTag,HideChildren,TriggerAnalyticsEvent,OnInteractStart,SubTask1,SubTask2,SubTask3,SubTask4,SubTask5
1127_0102_Container_MakinBacon,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1127_GatherMeatS,,,,,,,,,,,,,,,,1127_0102_TravelTask,1127_0101_Container_MakinBacon2,,,
1127_0102_TravelTask,TaskGoToPOITag,,,1,,,,,1,,abandoned_village,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1127_0101_TravelTo_Site,,13383.955 8526.536 200.177,1,,,,,,,,,,,,,,,,,
1127_0101_Container_MakinBacon2,SimpleTaskContainer,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1127_GatherMeatS,,,,,,,,,,,,,,,,1127_0102_KIllContribution,1127_0102_GatherMeat1,1127_0102_GatherMeat2,1127_0102_GatherMeat3,
1127_0102_KIllContribution,TaskKillContribution,,,1,,,,,1,,abandoned_village,,1,,,,,,,,,,Damned_Villager_Cleaver_Named_00,,,,,,,,,,,,,,,,,,,,@1100_KillQuest_Generic,,13383.955 8526.536 200.178,1,,,,,,,,,,,,,,,,,
1127_0102_GatherMeat1,TaskGatherAndReturnItems,,,1,1127_PrimeCheek,Pig_Domestic_11MD07,40,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1127_GatherMeat1,,13383.955 8526.536 200.177,1,,,,,,,,,,,,,,,,,
1127_0102_GatherMeat2,TaskGatherAndReturnItems,,,1,1127_PrimeLoin,Pig_Domestic_11MD07,40,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1127_GatherMeat2,,13383.955 8526.536 200.178,1,,,,,,,,,,,,,,,,,
1127_0102_GatherMeat3,TaskGatherAndReturnItems,,,1,1127_PrimeSteak,Pig_Domestic_11MD07,40,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1127_GatherMeat3,,13383.955 8526.536 200.179,1,,,,,,,,,,,,,,,,,
1129_0101_Container_SoulMusic,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1129_0101_KIllContribution,,,,
1129_0101_KIllContribution,TaskKillContribution,,1,5,,,,,1,,,,,,,,,,,,,,Withered,,,,,,,,,,,,,,,,,,,,@1100_KillQuest_Generic,,12898.128 7844.784 224.325,,,,,,,,,,,,,,,,,,
1129_0102_Container_NewPerspective,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1129_0102_01_TravelTask1,,,,
1129_0102_01_TravelTask1,TaskTriggerArea,,,1,,,,,1,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,TriggerVol_1129_Pier,@1129_GoToPier,,14210.612 7811.573 55.542,1,,,,,,,,,,,,,,,,,
1129_0103_Container_CliffHanger,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1129_0103_01_TravelTask1,1129_0103_01_TravelTask2,1129_0103_01_TravelTask3,1129_0103_HideJannsen,
1129_0103_01_TravelTask1,TaskTriggerArea,,,1,,,,,1,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,TriggerVol_1129_Cliff1,@1129_Sneaky1,,13911.762 7951.464 44.980,1,,,,,,,,,,,,,,,,,
1129_0103_01_TravelTask2,TaskTriggerArea,,,1,,,,,1,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,TriggerVol_1129_Cliff2,@1129_Sneaky2,,13827.667 8075.334 48.378,1,,,,,,,,,,,,,,,,,
1129_0103_01_TravelTask3,TaskTriggerArea,,,1,,,,,1,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,TriggerVol_1129_Cliff3,@1129_Sneaky3,,13982.922 8070.164 53.489,1,,,,,,,,,,,,,,,,,
1129_0103_HideJannsen,TaskLockAchievement,,,1,SwapActive_1129_Jaansen_2_On_Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
1110_0101_Container_GreetTheNewcomers,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1110_0101_ShowHideHironobu,1110_0101_ShowLerato2,1110_0101_TravelTask1,,
1110_0101_ShowHideHironobu,TaskUnlockAchievement,,,1,SwapActive_1127_Harunobu_Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,
1110_0101_ShowLerato2,TaskUnlockAchievement,,,1,SwapActive_1128_Lerato_Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,
1110_0101_TravelTask1,TaskTriggerArea,,,1,,,,,1,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,TriggerVol_1127_Haru2,@1110_0101_GreetHaru,,13178.981 6954.766 149.093,1,,,,,,,,,,,,,,,,,
1127_0101_Container_GreetTheNewcomers2,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1127_0101_Greet2_HaveReturn,,,,
1127_0101_Greet2_HaveReturn,TaskGiveAndTakeItem,,,1,1127_HibbotsfeldBBQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@1110_0101_GreetLerato,,13222.624 7004.188 161.554,1,,,,,,,,,,,,,,,,,
1129_0102_Container_JaansenintheNorth,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1129_0102_ShowJannsen,1129_0102_Jaansen_TravelTask,,,
1129_0102_ShowJannsen,TaskUnlockAchievement,,,1,SwapActive_1129_Jaansen_2_On_Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,
1129_0102_Jaansen_TravelTask,TaskTriggerArea,,,1,,,,,1,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,TriggerVol_1129_Jaansen2,@1129_FindJaansen,,14030.0557 7659.1299 82.907,1,,,,,,,,,,,,,,,,,
1124_Container_PierreGoHome,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1124_PierreGoHome_TravelTask,1124_PierreGoHome_Achievement,,,
1124_PierreGoHome_TravelTask,TaskTriggerArea,,,1,,,,,TRUE,,,,,,,,,,,,,Enter,,,,,,,,,,,,,,,,,,,,TriggerVol_1124_PierreGoHome,@1124_PierreGoHome,,13166.241 6917.281 153.780,1,,,,,,,,,,,,,,,,,
1124_PierreGoHome_Achievement,TaskLockAchievement,,,1,SwapActive_1124_Pierre_Town_off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,
