TaskID,Type,FailOnCondition,StayActive,TargetQty,ItemName,ItemDropVC,ItemDropProbability,ChestDropProbability,EnforceLocationRequirement,TerritoryID,POITag,GameModeID,LootTag,PauseAndClearLootOnTaskComplete,AwardOnlyOnce,ShouldCheckPoints,GuranteedDropAttempts,TargetThreshold,CraftingRecipeId,CraftAnyRecipe,InteractTag,UIScreenTag,TriggerAreaType,KillEnemyType,KillEnemyWeaponID,Duration,TaskBuySellType,IsPurchaseOrEarn,IsExactMatch,UseTypeAffix,TypeAffix,UseMatAffix,MatAffix,UseMagicAffix,MagicAffix,MapMarkerMapIcon,MapMarkerTitleLocTag,MapMarkerDescriptionLocTag,MapMarkerWorldPositionX,MapMarkerWorldPositionY,MapMarkerWorldDistanceThreshold,UseLargeItemDisplay,TP_TargetTag,TP_DescriptionTag,TargetDescriptionTaskId,OverrideLocation,IsHidden,DiegeticPinZOverride,ShowDiegeticTaskPin,DiegeticTaskPinZPosOverride,SS_VariantName,SS_StatePreset,CompletedNotificationId,GridLayout,CommunityGoalTag,HideChildren,TriggerAnalyticsEvent,OnInteractStart,SubTask1,SubTask2,SubTask3,SubTask4,SubTask5
FM_C_0704_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_C_0704_leg_A_task,FM_C_0704_leg_B_task,FM_C_0704_leg_C_task,,
FM_C_0704_leg_A_task,TaskKillContribution,,,4,,,,,true,,blightgrove_50416,,,true,,,,,,,,,,Blight_Fiend,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_C_0704_leg_B_task,TaskKillContribution,,,8,,,,,true,,blightcave_50413,,,true,,,,,,,,,,Blight_Fiend,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_C_0704_leg_C_task,TaskKillContribution,,,8,,,,,true,,blightcave_50417,,,true,,,,,,,,,,Blight_Fiend,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_C_0705_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_C_0705_tasks_first_container,M_ReturnToGiver,,,
FM_C_0705_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_C_0705_leg_A_task,FM_C_0705_leg_B_task,FM_C_0705_leg_C_task,,
FM_C_0705_leg_A_task,TaskKillContribution,,,8,,,,,true,,ancientcave,,,true,,,,,,,,,,Ancient,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_C_0705_leg_B_task,TaskKillContribution,,,8,,,,,true,,corruptedfort,,,true,,,,,,,,,,Corrupted,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_C_0705_leg_C_task,TaskKillContribution,,,8,,,,,true,,corrupted_fort_provisioning_01_40404,,,true,,,,,,,,,,Corrupted,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_C_0706_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_C_0706_tasks_first_container,M_ReturnToGiver,,,
FM_C_0706_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_C_0706_leg_A_task,FM_C_0706_leg_B_task,FM_C_0706_leg_C_task,,
FM_C_0706_leg_A_task,TaskKillContribution,,,8,,,,,true,,myrkgardsouth,,,true,,,,,,,,,,Myrkgard,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_C_0706_leg_B_task,TaskKillContribution,,,8,,,,,true,,myrkgardchurch,,,true,,,,,,,,,,Corrupted,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_C_0706_leg_C_task,TaskKillContribution,,,8,,,,,true,,myrkgardeast,,,true,,,,,,,,,,Myrkgard,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_C_0707_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_C_0707_tasks_first_container,M_ReturnToGiver,,,
FM_C_0707_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_C_0707_leg_A_task,FM_C_0707_leg_B_task,FM_C_0707_leg_C_task,,
FM_C_0707_leg_A_task,TaskKillContribution,,,3,,,,,true,,blightcave_50412,,,true,,,,,,,,,,Blight_Fiend,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_C_0707_leg_B_task,TaskKillContribution,,,8,,,,,true,,blightcave_50413,,,true,,,,,,,,,,Blight_Fiend,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_C_0707_leg_C_task,TaskKillContribution,,,8,,,,,true,,blightcave_50414,,,true,,,,,,,,,,AngryEarth,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_0760_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_0760_tasks_first_container,M_ReturnToGiver,,,
FM_0760_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_0760_leg_A_task,FM_0760_leg_B_task,FM_0760_leg_C_task,,
FM_0760_leg_A_task,TaskHaveAndReturnItems,,,4,FM_loot_item_1_07,,,100,true,,corrupted_fort_tannery_01_40402,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_0760_leg_B_task,TaskHaveAndReturnItems,,,4,FM_loot_item_2_07,,,100,true,,uppermine,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_0760_leg_C_task,TaskHaveAndReturnItems,,,4,FM_loot_item_3_07,,,100,true,,damnedfortress,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_0761_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_0761_tasks_first_container,M_ReturnToGiver,,,
FM_0761_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_0761_leg_A_task,FM_0761_leg_B_task,FM_0761_leg_C_task,,
FM_0761_leg_A_task,TaskHaveAndReturnItems,,,4,FM_loot_item_4_07,,,100,true,,damnedfortress,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_0761_leg_B_task,TaskHaveAndReturnItems,,,4,FM_loot_item_5_07,,,100,true,,corrupted_fort_weaving_01_40401,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_0761_leg_C_task,TaskHaveAndReturnItems,,,4,FM_loot_item_6_07,,,100,true,,myrkgardsouth,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_0762_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_0762_tasks_first_container,M_ReturnToGiver,,,
FM_0762_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_0762_leg_A_task,FM_0762_leg_B_task,FM_0762_leg_C_task,,
FM_0762_leg_A_task,TaskHaveAndReturnItems,,,4,FM_loot_item_7_07,,,100,true,,myrkgardwest,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_0762_leg_B_task,TaskHaveAndReturnItems,,,4,FM_loot_item_8_07,,,100,true,,myrkgardnorth,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_0762_leg_C_task,TaskHaveAndReturnItems,,,4,FM_loot_item_9_07,,,100,true,,ancientcave,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_0763_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_0763_tasks_first_container,M_ReturnToGiver,,,
FM_0763_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_0763_leg_A_task,FM_0763_leg_B_task,FM_0763_leg_C_task,,
FM_0763_leg_A_task,TaskHaveAndReturnItems,,,4,FM_loot_item_10_07,,,100,true,,blightgrove_50416,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_0763_leg_B_task,TaskHaveAndReturnItems,,,4,FM_loot_item_11_07,,,100,true,,blightcave_50413,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_0763_leg_C_task,TaskHaveAndReturnItems,,,4,FM_loot_item_12_07,,,100,true,,blightcave_50417,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_0764_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_0764_tasks_first_container,M_ReturnToGiver,,,
FM_0764_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_0764_leg_A_task,FM_0764_leg_B_task,FM_0764_leg_C_task,,
FM_0764_leg_A_task,TaskHaveAndReturnItems,,,4,FM_loot_item_13_07,,,100,true,,riftwest,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_0764_leg_B_task,TaskHaveAndReturnItems,,,4,FM_loot_item_14_07,,,100,true,,rifteast,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_0764_leg_C_task,TaskHaveAndReturnItems,,,4,FM_loot_item_15_07,,,100,true,,corrupted_fort_provisioning_01_40404,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_0765_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_0765_tasks_first_container,M_ReturnToGiver,,,
FM_0765_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_0765_leg_A_task,FM_0765_leg_B_task,FM_0765_leg_C_task,,
FM_0765_leg_A_task,TaskHaveAndReturnItems,,,4,FM_loot_item_16_07,,,100,true,,lowermine,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_0765_leg_B_task,TaskHaveAndReturnItems,,,4,FM_loot_item_17_07,,,100,true,,uppermine,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_0765_leg_C_task,TaskHaveAndReturnItems,,,3,FM_loot_item_18_07,,,100,true,,village,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_0766_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_0766_tasks_first_container,M_ReturnToGiver,,,
FM_0766_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_0766_leg_A_task,FM_0766_leg_B_task,FM_0766_leg_C_task,,
FM_0766_leg_A_task,TaskHaveAndReturnItems,,,3,FM_loot_item_19_07,,,100,true,,blightcave_50415,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_0766_leg_B_task,TaskHaveAndReturnItems,,,4,FM_loot_item_20_07,,,100,true,,blightcave_50413,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_0766_leg_C_task,TaskHaveAndReturnItems,,,3,FM_loot_item_21_07,,,100,true,,dryadlookout_50418,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_S_0760_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_S_0760_tasks_first_container,M_ReturnToGiver,,,
FM_S_0760_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_S_0760_leg_A_task,FM_S_0760_leg_B_task,FM_S_0760_leg_C_task,,
FM_S_0760_leg_A_task,TaskHaveAndReturnItems,,,4,FM_loot_item_1_07,,,100,true,,corrupted_fort_tannery_01_40402,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_S_0760_leg_B_task,TaskHaveAndReturnItems,,,4,FM_loot_item_2_07,,,100,true,,uppermine,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_S_0760_leg_C_task,TaskHaveAndReturnItems,,,4,FM_loot_item_3_07,,,100,true,,damnedfortress,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_S_0761_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_S_0761_tasks_first_container,M_ReturnToGiver,,,
FM_S_0761_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_S_0761_leg_A_task,FM_S_0761_leg_B_task,FM_S_0761_leg_C_task,,
FM_S_0761_leg_A_task,TaskHaveAndReturnItems,,,4,FM_loot_item_4_07,,,100,true,,damnedfortress,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_S_0761_leg_B_task,TaskHaveAndReturnItems,,,4,FM_loot_item_5_07,,,100,true,,corrupted_fort_weaving_01_40401,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_S_0761_leg_C_task,TaskHaveAndReturnItems,,,4,FM_loot_item_6_07,,,100,true,,myrkgardsouth,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_S_0762_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_S_0762_tasks_first_container,M_ReturnToGiver,,,
FM_S_0762_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_S_0762_leg_A_task,FM_S_0762_leg_B_task,FM_S_0762_leg_C_task,,
FM_S_0762_leg_A_task,TaskHaveAndReturnItems,,,4,FM_loot_item_7_07,,,100,true,,myrkgardwest,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_S_0762_leg_B_task,TaskHaveAndReturnItems,,,4,FM_loot_item_8_07,,,100,true,,myrkgardnorth,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_S_0762_leg_C_task,TaskHaveAndReturnItems,,,4,FM_loot_item_9_07,,,100,true,,ancientcave,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_S_0763_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_S_0763_tasks_first_container,M_ReturnToGiver,,,
FM_S_0763_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_S_0763_leg_A_task,FM_S_0763_leg_B_task,FM_S_0763_leg_C_task,,
FM_S_0763_leg_A_task,TaskHaveAndReturnItems,,,4,FM_loot_item_10_07,,,100,true,,blightgrove_50416,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_S_0763_leg_B_task,TaskHaveAndReturnItems,,,4,FM_loot_item_11_07,,,100,true,,blightcave_50413,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_S_0763_leg_C_task,TaskHaveAndReturnItems,,,4,FM_loot_item_12_07,,,100,true,,blightcave_50417,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_S_0764_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_S_0764_tasks_first_container,M_ReturnToGiver,,,
FM_S_0764_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_S_0764_leg_A_task,FM_S_0764_leg_B_task,FM_S_0764_leg_C_task,,
FM_S_0764_leg_A_task,TaskHaveAndReturnItems,,,4,FM_loot_item_13_07,,,100,true,,riftwest,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_S_0764_leg_B_task,TaskHaveAndReturnItems,,,4,FM_loot_item_14_07,,,100,true,,rifteast,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_S_0764_leg_C_task,TaskHaveAndReturnItems,,,4,FM_loot_item_15_07,,,100,true,,corrupted_fort_provisioning_01_40404,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_S_0765_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_S_0765_tasks_first_container,M_ReturnToGiver,,,
FM_S_0765_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_S_0765_leg_A_task,FM_S_0765_leg_B_task,FM_S_0765_leg_C_task,,
FM_S_0765_leg_A_task,TaskHaveAndReturnItems,,,4,FM_loot_item_16_07,,,100,true,,lowermine,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_S_0765_leg_B_task,TaskHaveAndReturnItems,,,4,FM_loot_item_17_07,,,100,true,,uppermine,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_S_0765_leg_C_task,TaskHaveAndReturnItems,,,3,FM_loot_item_18_07,,,100,true,,village,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_S_0766_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_S_0766_tasks_first_container,M_ReturnToGiver,,,
FM_S_0766_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_S_0766_leg_A_task,FM_S_0766_leg_B_task,FM_S_0766_leg_C_task,,
FM_S_0766_leg_A_task,TaskHaveAndReturnItems,,,3,FM_loot_item_19_07,,,100,true,,blightcave_50415,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_S_0766_leg_B_task,TaskHaveAndReturnItems,,,4,FM_loot_item_20_07,,,100,true,,blightcave_50413,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_S_0766_leg_C_task,TaskHaveAndReturnItems,,,3,FM_loot_item_21_07,,,100,true,,dryadlookout_50418,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_C_0760_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_C_0760_tasks_first_container,M_ReturnToGiver,,,
FM_C_0760_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_C_0760_leg_A_task,FM_C_0760_leg_B_task,FM_C_0760_leg_C_task,,
FM_C_0760_leg_A_task,TaskHaveAndReturnItems,,,4,FM_loot_item_1_07,,,100,true,,corrupted_fort_tannery_01_40402,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_C_0760_leg_B_task,TaskHaveAndReturnItems,,,4,FM_loot_item_2_07,,,100,true,,uppermine,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_C_0760_leg_C_task,TaskHaveAndReturnItems,,,4,FM_loot_item_3_07,,,100,true,,damnedfortress,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_C_0761_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_C_0761_tasks_first_container,M_ReturnToGiver,,,
FM_C_0761_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_C_0761_leg_A_task,FM_C_0761_leg_B_task,FM_C_0761_leg_C_task,,
FM_C_0761_leg_A_task,TaskHaveAndReturnItems,,,4,FM_loot_item_4_07,,,100,true,,damnedfortress,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_C_0761_leg_B_task,TaskHaveAndReturnItems,,,4,FM_loot_item_5_07,,,100,true,,corrupted_fort_weaving_01_40401,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_C_0761_leg_C_task,TaskHaveAndReturnItems,,,4,FM_loot_item_6_07,,,100,true,,myrkgardsouth,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_C_0762_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_C_0762_tasks_first_container,M_ReturnToGiver,,,
FM_C_0762_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_C_0762_leg_A_task,FM_C_0762_leg_B_task,FM_C_0762_leg_C_task,,
FM_C_0762_leg_A_task,TaskHaveAndReturnItems,,,4,FM_loot_item_7_07,,,100,true,,myrkgardwest,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_C_0762_leg_B_task,TaskHaveAndReturnItems,,,4,FM_loot_item_8_07,,,100,true,,myrkgardnorth,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_C_0762_leg_C_task,TaskHaveAndReturnItems,,,4,FM_loot_item_9_07,,,100,true,,ancientcave,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_mission_loot_chests_generic_at_POI,,,,,,,,,,,,,,,,,,,
FM_C_0763_container,ConsecutiveTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FM_C_0763_tasks_first_container,M_ReturnToGiver,,,
FM_C_0763_tasks_first_container,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,FM_C_0763_leg_A_task,FM_C_0763_leg_B_task,FM_C_0763_leg_C_task,,
