TaskID,Type,FailOnCondition,ResetOnCondition,StayActive,TargetQty,ItemName,ItemDropVC,ItemDropProbability,ChestDropProbability,EnforceLocationRequirement,TerritoryID,POITag,GameModeID,ShouldCheckPoints,LootTag,PauseAndClearLootOnTaskComplete,GuranteedDropAttempts,TargetThreshold,CraftingRecipeId,CraftAnyRecipe,InteractTag,UIScreenTag,TriggerAreaType,KillEnemyType,KillEnemyWeaponID,Duration,TaskBuySellType,IsPurchaseOrEarn,IsExactMatch,UseTypeAffix,TypeAffix,UseMatAffix,MatAffix,UseMagicAffix,MagicAffix,MapMarkerMapIcon,MapMarkerTitleLocTag,MapMarkerDescriptionLocTag,MapMarkerWorldPositionX,MapMarkerWorldPositionY,MapMarkerWorldDistanceThreshold,UseLargeItemDisplay,TP_TargetTag,TP_DescriptionTag,OverrideLocation,IsHidden,CompletedNotificationId,GridLayout,CommunityGoalTag,HideChildren,TriggerAnalyticsEvent,SubTask1,SubTask2,SubTask3,SubTask4,SubTask5
Task_Container_Artifact_Set2_HeavyFeet,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,Task_ContainerEquip_Artifact_Set2_HeavyFeet,Task_Craft_Artifact_Set2_HeavyFeet,,,
Task_ContainerEquip_Artifact_Set2_HeavyFeet,ConsecutiveTaskContainer,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_Artifact_Desc,,,,,,,true,Task_Equip_Artifact_Set2_HeavyFeet,Task_ContainerPerks_Artifact_Set2_HeavyFeet,,,
Task_Equip_Artifact_Set2_HeavyFeet,TaskEquipItem,,,1,1,Artifact_Set2_HeavyFeet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_equip,,,,,,,true,,,,,
Task_ContainerPerks_Artifact_Set2_HeavyFeet,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_Artifact_PerkTasks,,1,,,,,true,Task_Perk1_Artifact_Set2_HeavyFeet,Task_Perk2_Artifact_Set2_HeavyFeet,Task_Perk3_Artifact_Set2_HeavyFeet,,
Task_Perk1_Artifact_Set2_HeavyFeet,TaskKillContribution,,,,20,,,,,,,,OutpostRush,true,,,,,,,,,,Player,,,,,,,,,,,,,,,,,,,,@Objective_Kill_OPR,,,,,,,true,,,,,
Task_Perk2_Artifact_Set2_HeavyFeet,TaskGameEvent,,,,10,,,,,,,,,true,,,,,,,,,,PvP_FortTakeover,,,,,,,,,,,,,,,,,,,,@Objective_Capture_Fort,,,,,,,true,,,,,
Task_Perk3_Artifact_Set2_HeavyFeet,TaskKillContribution,,,,35,,,,,,,,,true,,,,,,,,,,Player,,,,,,,,,,,,,,,,,,,,@Objective_Kill_OpenWorld,,,,,,,true,,,,,
Task_Craft_Artifact_Set2_HeavyFeet,TaskAchievement,,,1,,FC_Artifact_Set2_HeavyFeet || FC_Artifact_Set2_HeavyFeet_GS725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_CraftArtifact,,,,,,,true,,,,,
Task_Container_Artifact_Set2_MediumHead,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,Task_ContainerEquip_Artifact_Set2_MediumHead,Task_Craft_Artifact_Set2_MediumHead,,,
Task_ContainerEquip_Artifact_Set2_MediumHead,ConsecutiveTaskContainer,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_Artifact_Desc,,,,,,,true,Task_Equip_Artifact_Set2_MediumHead,Task_ContainerPerks_Artifact_Set2_MediumHead,,,
Task_Equip_Artifact_Set2_MediumHead,TaskEquipItem,,,1,1,Artifact_Set2_MediumHead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_equip,,,,,,,true,,,,,
Task_ContainerPerks_Artifact_Set2_MediumHead,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_Artifact_PerkTasks,,1,,,,,true,Task_Perk1_Artifact_Set2_MediumHead,Task_Perk2_Artifact_Set2_MediumHead,Task_Perk3_Artifact_Set2_MediumHead,,
Task_Perk1_Artifact_Set2_MediumHead,TaskKillContribution,,,,20,,,,,,,,OutpostRush,true,,,,,,,,,,Player,,,,,,,,,,,,,,,,,,,,@Objective_Kill_OPR,,,,,,,true,,,,,
Task_Perk2_Artifact_Set2_MediumHead,TaskKillContribution,,,,20,,,,,,,,Arena3v3,true,,,,,,,,,,Player,,,,,,,,,,,,,,,,,,,,@Objective_Kill_Arena,,,,,,,true,,,,,
Task_Perk3_Artifact_Set2_MediumHead,TaskGameEvent,,,,10,,,,,,,,,true,,,,,,,,,,PvP_FortTakeover,,,,,,,,,,,,,,,,,,,,@Objective_Capture_Fort,,,,,,,true,,,,,
Task_Craft_Artifact_Set2_MediumHead,TaskAchievement,,,1,,FC_Artifact_Set2_MediumHead || FC_Artifact_Set2_MediumHead_GS725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_CraftArtifact,,,,,,,true,,,,,
Task_Container_Artifact_Set2_MediumChest,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,Task_ContainerEquip_Artifact_Set2_MediumChest,Task_Craft_Artifact_Set2_MediumChest,,,
Task_ContainerEquip_Artifact_Set2_MediumChest,ConsecutiveTaskContainer,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_Artifact_Desc,,,,,,,true,Task_Equip_Artifact_Set2_MediumChest,Task_ContainerPerks_Artifact_Set2_MediumChest,,,
Task_Equip_Artifact_Set2_MediumChest,TaskEquipItem,,,1,1,Artifact_Set2_MediumChest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_equip,,,,,,,true,,,,,
Task_ContainerPerks_Artifact_Set2_MediumChest,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_Artifact_PerkTasks,,1,,,,,true,Task_Perk1_Artifact_Set2_MediumChest,Task_Perk2_Artifact_Set2_MediumChest,Task_Perk3_Artifact_Set2_MediumChest,,
Task_Perk1_Artifact_Set2_MediumChest,TaskKillContribution,,,,30,,,,,,,,DungeonEdengrove00,true,,,,,,,,,,AngryEarth,,,,,,,,,,,,,,,,,,,,@Objective_Kill_Genesis,,,,,,,true,,,,,
Task_Perk2_Artifact_Set2_MediumChest,TaskKillContribution,,,,10,,,,,,,ancientcrater10,,true,,,,,,,,,,bearelemental_14ac11b,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,true,,,,,
Task_Perk3_Artifact_Set2_MediumChest,TaskKillContribution,,,,1,,,,,,,Lost_Elite_Fort_50131,,,,,,,,,,,,undead_siren,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,true,,,,,
Task_Craft_Artifact_Set2_MediumChest,TaskAchievement,,,1,,FC_Artifact_Set2_MediumChest || FC_Artifact_Set2_MediumChest_GS725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_CraftArtifact,,,,,,,true,,,,,
Task_Container_Artifact_Set2_MediumHands,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,Task_ContainerEquip_Artifact_Set2_MediumHands,Task_Craft_Artifact_Set2_MediumHands,,,
Task_ContainerEquip_Artifact_Set2_MediumHands,ConsecutiveTaskContainer,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_Artifact_Desc,,,,,,,true,Task_Equip_Artifact_Set2_MediumHands,Task_ContainerPerks_Artifact_Set2_MediumHands,,,
Task_Equip_Artifact_Set2_MediumHands,TaskEquipItem,,,1,1,Artifact_Set2_MediumHands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_equip,,,,,,,true,,,,,
Task_ContainerPerks_Artifact_Set2_MediumHands,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_Artifact_PerkTasks,,1,,,,,true,Task_Perk1_Artifact_Set2_MediumHands,Task_Perk2_Artifact_Set2_MediumHands,Task_Perk3_Artifact_Set2_MediumHands,,
Task_Perk1_Artifact_Set2_MediumHands,TaskKillContribution,,,,10,,,,,true,10,,,true,,,,,,,,,,Player,,,,,,,,,,,,,,,,,,,,@Objective_Kill_in_CK,,,,,,,true,,,,,
Task_Perk2_Artifact_Set2_MediumHands,TaskKillContribution,,,,50,,,,,true,,pirate_Fort_30056,,,,,,,,,,,,Lost,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,true,,,,,
Task_Perk3_Artifact_Set2_MediumHands,TaskGameEvent,,,,10,,,,,,,,,true,,,,,,,,,,PvP_FortTakeover,,,,,,,,,,,,,,,,,,,,@Objective_Capture_Fort,,,,,,,true,,,,,
Task_Craft_Artifact_Set2_MediumHands,TaskAchievement,,,1,,FC_Artifact_Set2_MediumHands || FC_Artifact_Set2_MediumHands_GS725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_CraftArtifact,,,,,,,true,,,,,
Task_Container_Artifact_Set2_MediumLegs,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,Task_ContainerEquip_Artifact_Set2_MediumLegs,Task_Craft_Artifact_Set2_MediumLegs,,,
Task_ContainerEquip_Artifact_Set2_MediumLegs,ConsecutiveTaskContainer,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_Artifact_Desc,,,,,,,true,Task_Equip_Artifact_Set2_MediumLegs,Task_ContainerPerks_Artifact_Set2_MediumLegs,,,
Task_Equip_Artifact_Set2_MediumLegs,TaskEquipItem,,,1,1,Artifact_Set2_MediumLegs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_equip,,,,,,,true,,,,,
Task_ContainerPerks_Artifact_Set2_MediumLegs,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_Artifact_PerkTasks,,1,,,,,true,Task_Perk1_Artifact_Set2_MediumLegs,Task_Perk2_Artifact_Set2_MediumLegs,Task_Perk3_Artifact_Set2_MediumLegs,,
Task_Perk1_Artifact_Set2_MediumLegs,TaskKillContribution,,,,1,,,,,true,,,TrialSeason01,,,,,,,,,,,Evil_Knight_Flamekeeper_Boss,,,,,,,,,,,,,,,,,,,,@Objective_Kill_Hatchery,,,,,,,true,,,,,
Task_Perk2_Artifact_Set2_MediumLegs,TaskKillContribution,,,,1,,,,,true,,,RaidCutlassKeys00,,,,,,,,,,,Hercyne_Broodmother,,,,,,,,,,,,,,,,,,,,@Objective_Kill_in_CK_Raid,,,,,,,true,,,,,
Task_Perk3_Artifact_Set2_MediumLegs,TaskKillContribution,,,,100,,,,,true,,,RaidCutlassKeys00,,,,,,,,,,,AngryEarth,,,,,,,,,,,,,,,,,,,,@Objective_Kill_in_CK_Raid,,,,,,,true,,,,,
Task_Craft_Artifact_Set2_MediumLegs,TaskAchievement,,,1,,FC_Artifact_Set2_MediumLegs || FC_Artifact_Set2_MediumLegs_GS725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_CraftArtifact,,,,,,,true,,,,,
Task_Container_Artifact_Set2_LightHead,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,Task_ContainerEquip_Artifact_Set2_LightHead,Task_Craft_Artifact_Set2_LightHead,,,
Task_ContainerEquip_Artifact_Set2_LightHead,ConsecutiveTaskContainer,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_Artifact_Desc,,,,,,,true,Task_Equip_Artifact_Set2_LightHead,Task_ContainerPerks_Artifact_Set2_LightHead,,,
Task_Equip_Artifact_Set2_LightHead,TaskEquipItem,,,1,1,Artifact_Set2_LightHead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_equip,,,,,,,true,,,,,
Task_ContainerPerks_Artifact_Set2_LightHead,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_Artifact_PerkTasks,,1,,,,,true,Task_Perk1_Artifact_Set2_LightHead,Task_Perk2_Artifact_Set2_LightHead,Task_Perk3_Artifact_Set2_LightHead,,
Task_Perk1_Artifact_Set2_LightHead,TaskKillContribution,,,,30,,,,,true,,fishingvillage_30063,,,,,,,,,,,,Lost,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,true,,,,,
Task_Perk2_Artifact_Set2_LightHead,TaskKillContribution,,,,1,,,,,,,,,,,,,,,,,,,CK_Ghost_Shipwrecked_Named_10WS09,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic,7522 172 40,,,,,,true,,,,,
Task_Perk3_Artifact_Set2_LightHead,TaskKillContribution,,,,30,,,,,true,,pirate_fort_30016,,,,,,,,,,,,Lost,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,true,,,,,
Task_Craft_Artifact_Set2_LightHead,TaskAchievement,,,1,,FC_Artifact_Set2_LightHead || FC_Artifact_Set2_LightHead_GS725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_CraftArtifact,,,,,,,true,,,,,
Task_Container_Artifact_Set2_LightChest,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,Task_ContainerEquip_Artifact_Set2_LightChest,Task_Craft_Artifact_Set2_LightChest,,,
Task_ContainerEquip_Artifact_Set2_LightChest,ConsecutiveTaskContainer,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_Artifact_Desc,,,,,,,true,Task_Equip_Artifact_Set2_LightChest,Task_ContainerPerks_Artifact_Set2_LightChest,,,
Task_Equip_Artifact_Set2_LightChest,TaskEquipItem,,,1,1,Artifact_Set2_LightChest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_equip,,,,,,,true,,,,,
Task_ContainerPerks_Artifact_Set2_LightChest,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_Artifact_PerkTasks,,1,,,,,true,Task_Perk1_Artifact_Set2_LightChest,Task_Perk2_Artifact_Set2_LightChest,Task_Perk3_Artifact_Set2_LightChest,,
Task_Perk1_Artifact_Set2_LightChest,TaskKillContribution,,,,1,,,,,true,,ice_castle_30344,,,,,,,,,,,,Evil_Knight_Greataxe_Named_S4_1,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,true,,,,,
Task_Perk2_Artifact_Set2_LightChest,TaskKillContribution,,,,1,,,,,true,,empressfortress_20201,,,,,,,,,,,,dynasty_spearman_named_08qp08,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,true,,,,,
Task_Perk3_Artifact_Set2_LightChest,TaskKillContribution,,,,1,,,,,true,,elite_island_40065,,,,,,,,,,,,fl_megaflora_razorlotus_elite_named_09fl12,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,true,,,,,
Task_Craft_Artifact_Set2_LightChest,TaskAchievement,,,1,,FC_Artifact_Set2_LightChest || FC_Artifact_Set2_LightChest_GS725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_CraftArtifact,,,,,,,true,,,,,
Task_Container_Artifact_Set2_LightHands,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,Task_ContainerEquip_Artifact_Set2_LightHands,Task_Craft_Artifact_Set2_LightHands,,,
Task_ContainerEquip_Artifact_Set2_LightHands,ConsecutiveTaskContainer,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_Artifact_Desc,,,,,,,true,Task_Equip_Artifact_Set2_LightHands,Task_ContainerPerks_Artifact_Set2_LightHands,,,
Task_Equip_Artifact_Set2_LightHands,TaskEquipItem,,,1,1,Artifact_Set2_LightHands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_equip,,,,,,,true,,,,,
Task_ContainerPerks_Artifact_Set2_LightHands,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_Artifact_PerkTasks,,1,,,,,true,Task_Perk1_Artifact_Set2_LightHands,Task_Perk2_Artifact_Set2_LightHands,Task_Perk3_Artifact_Set2_LightHands,,
Task_Perk1_Artifact_Set2_LightHands,TaskKillContribution,,,,20,,,,,true,,ancient_archives_20410,,,,,,,,,,,,Ancient,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,true,,,,,
Task_Perk2_Artifact_Set2_LightHands,TaskKillContribution,,,,30,,,,,true,,shatteredmountain7,,,,,,,,,,,,Ancient,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,true,,,,,
Task_Perk3_Artifact_Set2_LightHands,TaskKillContribution,,,,1,,,,,true,,ancient_hero_temple_20402,,,,,,,,,,,,anubianguardian_panther_elite_named_02,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,true,,,,,
Task_Craft_Artifact_Set2_LightHands,TaskAchievement,,,1,,FC_Artifact_Set2_LightHands || FC_Artifact_Set2_LightHands_GS725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_CraftArtifact,,,,,,,true,,,,,
Task_Container_Artifact_Set2_LightFeet,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,Task_ContainerEquip_Artifact_Set2_LightFeet,Task_Craft_Artifact_Set2_LightFeet,,,
Task_ContainerEquip_Artifact_Set2_LightFeet,ConsecutiveTaskContainer,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_Artifact_Desc,,,,,,,true,Task_Equip_Artifact_Set2_LightFeet,Task_ContainerPerks_Artifact_Set2_LightFeet,,,
Task_Equip_Artifact_Set2_LightFeet,TaskEquipItem,,,1,1,Artifact_Set2_LightFeet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_equip,,,,,,,true,,,,,
Task_ContainerPerks_Artifact_Set2_LightFeet,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_Artifact_PerkTasks,,1,,,,,true,Task_Perk1_Artifact_Set2_LightFeet,Task_Perk2_Artifact_Set2_LightFeet,Task_Perk3_Artifact_Set2_LightFeet,,
Task_Perk1_Artifact_Set2_LightFeet,TaskKillContribution,,,,10,,,,,true,,elite_island_40065,,,,,,,,,,,,FL_Armored_Dragon_Elite_09FL12,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,true,,,,,
Task_Perk2_Artifact_Set2_LightFeet,TaskKillContribution,,,,30,,,,,true,,abandoned_farm_village_50204,,,,,,,,,,,,Lost,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,true,,,,,
Task_Perk3_Artifact_Set2_LightFeet,TaskKillContribution,,,,1,,,,,true,,ancientwall_elite_30430,,,,,,,,,,,,ancient_amalgam_named_16bs11b,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,true,,,,,
Task_Craft_Artifact_Set2_LightFeet,TaskAchievement,,,1,,FC_Artifact_Set2_LightFeet || FC_Artifact_Set2_LightFeet_GS725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_CraftArtifact,,,,,,,true,,,,,
Task_Container_Artifact_Set2_1hLongsword,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,Task_ContainerEquip_Artifact_Set2_1hLongsword,Task_Craft_Artifact_Set2_1hLongsword,,,
Task_ContainerEquip_Artifact_Set2_1hLongsword,ConsecutiveTaskContainer,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_Artifact_Desc,,,,,,,true,Task_Equip_Artifact_Set2_1hLongsword,Task_ContainerPerks_Artifact_Set2_1hLongsword,,,
Task_Equip_Artifact_Set2_1hLongsword,TaskEquipItem,,,1,1,Artifact_Set2_1hLongsword,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_equip,,,,,,,true,,,,,
Task_ContainerPerks_Artifact_Set2_1hLongsword,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_Artifact_PerkTasks,,1,,,,,true,Task_Perk1_Artifact_Set2_1hLongsword,Task_Perk2_Artifact_Set2_1hLongsword,Task_Perk3_Artifact_Set2_1hLongsword,,
Task_Perk1_Artifact_Set2_1hLongsword,TaskKillContribution,,,,1,,,,,true,,legion_hq_20303,,,,,,,,,,,,CorruptedLegion_Cyclops_named_02_elite,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,true,,,,,
Task_Perk2_Artifact_Set2_1hLongsword,TaskKillContribution,,,,10,,,,,true,,beastlands_40064,,,,,,,,,,,,fl_chameleon_elite_09fl01,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,true,,,,,
Task_Perk3_Artifact_Set2_1hLongsword,TaskKillContribution,,,,1,,,,,true,,varangian_elite_30335,,,,,,,,,,,,evil_knight_mace_named_08qp02,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,true,,,,,
Task_Craft_Artifact_Set2_1hLongsword,TaskAchievement,,,1,,FC_Artifact_Set2_1hLongsword || FC_Artifact_Set2_1hLongsword_GS725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_CraftArtifact,,,,,,,true,,,,,
Task_Container_Artifact_Set2_1hThrowingAxe,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,Task_ContainerEquip_Artifact_Set2_1hThrowingAxe,Task_Craft_Artifact_Set2_1hThrowingAxe,,,
Task_ContainerEquip_Artifact_Set2_1hThrowingAxe,ConsecutiveTaskContainer,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_Artifact_Desc,,,,,,,true,Task_Equip_Artifact_Set2_1hThrowingAxe,Task_ContainerPerks_Artifact_Set2_1hThrowingAxe,,,
Task_Equip_Artifact_Set2_1hThrowingAxe,TaskEquipItem,,,1,1,Artifact_Set2_1hThrowingAxe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_equip,,,,,,,true,,,,,
Task_ContainerPerks_Artifact_Set2_1hThrowingAxe,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_Artifact_PerkTasks,,1,,,,,true,Task_Perk1_Artifact_Set2_1hThrowingAxe,Task_Perk2_Artifact_Set2_1hThrowingAxe,Task_Perk3_Artifact_Set2_1hThrowingAxe,,
Task_Perk1_Artifact_Set2_1hThrowingAxe,TaskKillContribution,,,,1,,,,,true,,myrkgardeast,,,,,,,,,,,,damned_priest_named_03gc03_elite,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,true,,,,,
Task_Perk2_Artifact_Set2_1hThrowingAxe,TaskKillContribution,,,,1,,,,,true,,myrkgardnorth,,,,,,,,,,,,Damned_LongSwordsman_Commander_07SM06a_ELITE,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,true,,,,,
Task_Perk3_Artifact_Set2_1hThrowingAxe,TaskKillContribution,,,,1,,,,,true,,ArenaSwamp,,,,,,,,,,,,swamp_dryad_beast_named_elite_05wc10,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,,,,,,,true,,,,,
Task_Craft_Artifact_Set2_1hThrowingAxe,TaskAchievement,,,1,,FC_Artifact_Set2_1hThrowingAxe || FC_Artifact_Set2_1hThrowingAxe_GS725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_CraftArtifact,,,,,,,true,,,,,
Task_Container_Artifact_Set2_2hWarhammer,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,Task_ContainerEquip_Artifact_Set2_2hWarhammer,Task_Craft_Artifact_Set2_2hWarhammer,,,
Task_ContainerEquip_Artifact_Set2_2hWarhammer,ConsecutiveTaskContainer,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_Artifact_Desc,,,,,,,true,Task_Equip_Artifact_Set2_2hWarhammer,Task_ContainerPerks_Artifact_Set2_2hWarhammer,,,
Task_Equip_Artifact_Set2_2hWarhammer,TaskEquipItem,,,1,1,Artifact_Set2_2hWarhammer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@objective_equip,,,,,,,true,,,,,
Task_ContainerPerks_Artifact_Set2_2hWarhammer,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_Artifact_PerkTasks,,1,,,,,true,Task_Perk1_Artifact_Set2_2hWarhammer,Task_Perk2_Artifact_Set2_2hWarhammer,Task_Perk3_Artifact_Set2_2hWarhammer,,
Task_Perk1_Artifact_Set2_2hWarhammer,TaskKillContribution,,,,1,,,,,,,,TrialSeason04,,,,,,,,,,,Naga_AncientGuardian_IceGuardian,,,,,,,,,,,,,,,,,,,,@Objective_Kill_Runeforge,,,,,,,true,,,,,
Task_Perk2_Artifact_Set2_2hWarhammer,TaskKillContribution,,,,1,,,,,,,,TrialBrimstoneSandworm,,,,,,,,,,,Sandworm,,,,,,,,,,,,,,,,,,,,@Objective_Kill_Sandworm,,,,,,,true,,,,,
Task_Perk3_Artifact_Set2_2hWarhammer,TaskKillContribution,,,,1,,,,,true,,AE_Elite_50119,,,,,,,,,,,,Swamp_Dryad_Beast_Named_ELITE_05Wc10,,,,,,,,,,,,,,,,,,,,@objective_mission_kill_generic_at_POI,11137.65 3815.272 273.378,,,,,,true,,,,,
Task_Craft_Artifact_Set2_2hWarhammer,TaskAchievement,,,1,,FC_Artifact_Set2_2hWarhammer || FC_Artifact_Set2_2hWarhammer_GS725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_CraftArtifact,,,,,,,true,,,,,
Task_Container_Artifact_Set2_2hGreatAxe,SimpleTaskContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,Task_ContainerEquip_Artifact_Set2_2hGreatAxe,Task_Craft_Artifact_Set2_2hGreatAxe,,,
Task_ContainerEquip_Artifact_Set2_2hGreatAxe,ConsecutiveTaskContainer,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@Objective_Artifact_Desc,,,,,,,true,Task_Equip_Artifact_Set2_2hGreatAxe,Task_ContainerPerks_Artifact_Set2_2hGreatAxe,,,
