GatherableID,DisplayName,GatheringAction,GatheringType,IdleFragment,GatheringFragment,FinalLootTable,LootTableDefaultMaterial,MinRespawnRate,MaxRespawnRate,Tradeskill,RequiredTradeskillLevel,ExpansionIdUnlock,DepletedGatherableID,BaseGatherTime,WaitForImpact,Restriction,AlignGatherer,GameEventID,ItemRestrictionId,ItemRestrictionQuantity,RequiredSongId,SongRewardId,ResetGatherTimeOnEndInteraction,IsLootContainer,IsElite,IsDynamicPoiTarget,RequireLootItems,IconTypeUnlock,IgnoreAllObstructions,ObstructBuildables,RequireControllingFaction,AddedStatusEffect,RequiredStatusEffect,ConsumedStatusEffect,NumRequiredToGather,UsableEmoteTags,RequirementDescription,DisplayDescription,IsLandmark,TooltipImage,LandmarkIconPath,RequiredWhisperId,MountGatherers
0330_0103_MardeaShield_IO,@0330_0103_MardeaShield_DisplayName,None,None,,,Empty,,200,300,None,,,,4,false,NoToolNecessary,true,0330_0103_MardeaShield_interact,,,,,true,false,,,,,,,,,,,,,,,,,,,
0330_0103_HanuSpear_IO,@0330_0103_HanuSpear_DisplayName,None,None,,,Empty,,200,300,None,,,,4,false,NoToolNecessary,true,0330_0103_HanuSpear_interact,,,,,true,false,,,,,,,,,,,,,,,,,,,
0330_0103_TopalianHelm_IO,@0330_0103_TopalianHelm_DisplayName,None,None,,,Empty,,200,300,None,,,,4,false,NoToolNecessary,true,0330_0103_TopalianHelm_interact,,,,,true,false,,,,,,,,,,,,,,,,,,,
0330_0103_KaipoAxe_IO,@0330_0103_KaipoAxe_DisplayName,None,None,,,Empty,,200,300,None,,,,4,false,NoToolNecessary,true,0330_0103_KaipoAxe_interact,,,,,true,false,,,,,,,,,,,,,,,,,,,
0331_0101_BeastClueA_IO,@0331_0101_BeastClues_DisplayName,None,None,,,Empty,,200,300,None,,,,3,false,NoToolNecessary,true,0331_0101_BeastClueA_interact,,,,,true,false,,,,,,,,,,,,,,,,,,,
0331_0101_BeastClueB_IO,@0331_0101_BeastClues_DisplayName,None,None,,,Empty,,200,300,None,,,,3,false,NoToolNecessary,true,0331_0101_BeastClueB_interact,,,,,true,false,,,,,,,,,,,,,,,,,,,
0331_0101_BeastClueC_IO,@0331_0101_BeastClues_DisplayName,None,None,,,Empty,,200,300,None,,,,3,false,NoToolNecessary,true,0331_0101_BeastClueC_interact,,,,,true,false,,,,,,,,,,,,,,,,,,,
0331_0101_BeastClueD_IO,@0331_0101_BeastClues_DisplayName,None,None,,,Empty,,200,300,None,,,,3,false,NoToolNecessary,true,0331_0101_BeastClueD_interact,,,,,true,false,,,,,,,,,,,,,,,,,,,
0331_0101_BeastClueE_IO,@0331_0101_BeastClues_DisplayName,None,None,,,Empty,,200,300,None,,,,3,false,NoToolNecessary,true,0331_0101_BeastClueE_interact,,,,,true,false,,,,,,,,,,,,,,,,,,,
0333_0104_WishingTree_IO,@0333_0104_WishingTree_DisplayName,None,None,,,Empty,,200,300,None,,,,5,false,NoToolNecessary,true,0333_0104_WishingTree_interact,,,,,true,false,,,,,,,,,,,,,,,,,,,
0330_0102_SketchingA_IO,@0330_0102_Sketching_DisplayName,None,None,,,Empty,,200,300,None,,,,7,false,NoToolNecessary,true,0330_0102_SketchingA_interact,,,,,true,false,,,,,,,,,,,,,,,,,,,
0330_0102_SketchingB_IO,@0330_0102_Sketching_DisplayName,None,None,,,Empty,,200,300,None,,,,7,false,NoToolNecessary,true,0330_0102_SketchingB_interact,,,,,true,false,,,,,,,,,,,,,,,,,,,
0330_0102_SketchingC_IO,@0330_0102_Sketching_DisplayName,None,None,,,Empty,,200,300,None,,,,7,false,NoToolNecessary,true,0330_0102_SketchingC_interact,,,,,true,false,,,,,,,,,,,,,,,,,,,
0404_CorruptedNoduleA,@CorruptedNodule_DisplayName,None,None,,,Empty,,6,9,None,,,,5,false,NoToolNecessary,true,0404_CorruptedNoduleA_interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
0404_CorruptedNoduleB,@CorruptedNodule_DisplayName,None,None,,,Empty,,6,9,None,,,,5,false,NoToolNecessary,true,0404_CorruptedNoduleB_interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
0404_CorruptedNoduleC,@CorruptedNodule_DisplayName,None,None,,,Empty,,6,9,None,,,,5,false,NoToolNecessary,true,0404_CorruptedNoduleC_interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
0404_CorruptedNoduleD,@CorruptedNodule_DisplayName,None,None,,,Empty,,6,9,None,,,,5,false,NoToolNecessary,true,0404_CorruptedNoduleD_interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
0425_Truffle,@Truffle_DisplayName,None,None,,,Empty,,200,200,None,,,,5,false,NoToolNecessary,true,0425_Truffle_interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
0501_BlightNodule,@0501_BlightNodule_DisplayName,None,None,,,Empty,,120,130,None,,,,4,false,NoToolNecessary,true,0501_BlightNodule_interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
0502_CrystalCluster,@0502_CrystalCluster_DisplayName,Mining,None,,,QuestInteractable,,200,300,None,,,,5,false,NoToolNecessary,true,0502_CrystalCluster_interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
0503_DryadAltar,@0503_DryadAltar_DisplayName,Handcrafting,None,,,Empty,,15,20,None,,,,6,false,NoToolNecessary,true,0503_DryadAltar_interact,,,,,true,false,,,,,,,,,,,,,,,,,,,
0504_AncientBookcase,@0504_AncientBookcase_DisplayName,Handcrafting,None,,,QuestInteractable,,25,30,None,,,,6,false,NoToolNecessary,true,0504_AncientBookcase_interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
0505_TowerMural,@0505_TowerMural_DisplayName,Etching,None,,,Empty,,25,30,None,,,,6,false,NoToolNecessary,true,0505_TowerMural_interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
0506_RelicPile,@0506_RelicPile_DisplayName,Handcrafting,None,,,Empty,,200,300,None,,,,3,false,NoToolNecessary,true,0506_RelicPile_interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
0507_AncientRubble,@0507_AncientRubble_DisplayName,None,None,,,QuestInteractable,,15,20,None,,,,4,false,NoToolNecessary,true,0507_AncientRubble_interact,,,,,true,false,,,,,,,,,,,,,,,,,,,
0508_HeartDevice,@0508_HeartDevice_DisplayName,Handcrafting,None,,,QuestInteractable,,30,40,None,,,,8,false,NoToolNecessary,true,0508_HeartDevice_interact,,,,,true,false,,,,,,,,,,,,,,,,,,,
0509_StoneTablet_00,@0509_StoneTablet_DisplayName,Handcrafting,None,,,QuestInteractable,,200,300,None,,,,3,false,NoToolNecessary,true,0509_StoneTablet_00_interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
0509_StoneTablet_01,@0509_StoneTablet_DisplayName,Handcrafting,None,,,QuestInteractable,,200,300,None,,,,3,false,NoToolNecessary,true,0509_StoneTablet_01_interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
0509_StoneTablet_02,@0509_StoneTablet_DisplayName,Handcrafting,None,,,QuestInteractable,,200,300,None,,,,3,false,NoToolNecessary,true,0509_StoneTablet_02_interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
0509_StoneTablet_03,@0509_StoneTablet_DisplayName,Handcrafting,None,,,QuestInteractable,,200,300,None,,,,3,false,NoToolNecessary,true,0509_StoneTablet_03_interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
0510_AncientMap,@0510_AncientMap_DisplayName,Handcrafting,None,,,QuestInteractable,,200,300,None,,,,6,false,NoToolNecessary,true,0510_AncientMap_interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
0511_PowderkegA,@0511_PowderkegA_DisplayName,None,None,,,Empty,,15,20,None,,,,5,false,NoToolNecessary,true,0511_PowderkegA_interact,,,,,true,false,,,,,,,,,,,,,,,,,,,
0512_PowderkegB,@0512_PowderkegB_DisplayName,None,None,,,Empty,,15,20,None,,,,5,false,NoToolNecessary,true,0512_PowderkegB_interact,,,,,true,false,,,,,,,,,,,,,,,,,,,
0513_LighthouseLure,@0513_LighthouseLure_DisplayName,Handcrafting,None,,,Empty,,15,20,None,,,,6,false,NoToolNecessary,true,0513_LighthouseLure_interact,,,,,true,false,,,,,,,,,,,,,,,,,,,
0514_StoneWallTablet,@0514_StoneWallTablet_DisplayName,Etching,None,,,QuestInteractable,,200,300,None,,,,6,false,ItemRequired,true,0514_StoneWallTablet_interact,0502_0101_ImpressionKit,1,,,true,true,,,,,,,,,,,,,,,,,,,
0517_AncientTowerDoor,@0517_AncientTowerDoor_DisplayName,Handcrafting,None,,,Empty,,25,30,None,,,,4,false,NoToolNecessary,true,0517_AncientTowerDoor_interact,,,,,true,false,,,,,,,,,,,,,,,,,,,
0518_SirenMachine,@0518_SirenMachine_DisplayName,Handcrafting,None,,,Empty,,200,300,None,,,,6,false,ItemRequired,true,0518_SirenMachine_interact,0504_0401_GunpowderCask,3,,,true,true,,,,,,,,,,,,,,,,,,,
0519_EmptyAzothPowerSource,@0519_EmptyAzothPowerSource_DisplayName,None,None,,,Empty,,200,300,None,,,,6,false,NoToolNecessary,true,0519_EmptyAzothPowerSource_interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
0520_StygianChannelSegmentA,@0520_StygianChannelSegment_DisplayName,None,None,,,Empty,,600,700,None,,,,6,false,NoToolNecessary,true,0520_StygianChannelSegmentA_interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
0520_StygianChannelSegmentB,@0520_StygianChannelSegment_DisplayName,None,None,,,Empty,,600,700,None,,,,6,false,NoToolNecessary,true,0520_StygianChannelSegmentB_interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
0520_StygianChannelSegmentC,@0520_StygianChannelSegment_DisplayName,None,None,,,Empty,,600,700,None,,,,6,false,NoToolNecessary,true,0520_StygianChannelSegmentC_interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
0520_StygianChannelSegmentD,@0520_StygianChannelSegment_DisplayName,None,None,,,Empty,,600,700,None,,,,6,false,NoToolNecessary,true,0520_StygianChannelSegmentD_interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
0521_WyrdwoodSeedPod,@0521_WyrdwoodSeedPod_DisplayName,None,None,,,Empty,,600,800,None,,,,6,false,NoToolNecessary,true,0521_WyrdwoodSeedPod_interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
0601_DirtHole,@0601_DirtHole_DisplayName,None,None,,,Empty,,200,300,None,,,,4,false,NoToolNecessary,true,0601_DirtHole_interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
0601_DirtHoleB,@0601_DirtHole_DisplayName,None,None,,,Empty,,200,300,None,,,,4,false,NoToolNecessary,true,0601_DirtHoleB_interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
0602_SpiceSackGreen,@0602_SpiceSackGreen_DisplayName,None,None,,,Empty,,200,300,None,,,,4,false,NoToolNecessary,true,0602_SpiceSackGreen_interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
0602_SpiceSackRed,@0602_SpiceSackRed_DisplayName,None,None,,,Empty,,200,300,None,,,,4,false,NoToolNecessary,true,0602_SpiceSackRed_interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
0602_SpiceSackYellow,@0602_SpiceSackYellow_DisplayName,None,None,,,Empty,,200,300,None,,,,4,false,NoToolNecessary,true,0602_SpiceSackYellow_interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
0603_PrototypeAzothBomb,@0603_PrototypeAzothBomb_DisplayName,None,None,,,Empty,,30,50,None,,,,4,false,ItemRequired,true,0603_PrototypeAzothBomb_interact,0605_0501_PrototypeAzothBomb,1,,,true,true,,,,,,,,,,,,,,,,,,,
0604_AncientArtifactA,@0604_AncientArtifactA_DisplayName,None,None,,,Empty,,200,300,None,,,,4,false,NoToolNecessary,true,0604_AncientArtifactA_interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
0605_AncientArtifactB,@0605_AncientArtifactB_DisplayName,None,None,,,Empty,,200,300,None,,,,4,false,NoToolNecessary,true,0605_AncientArtifactB_interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
0606_StripedPowderkeg,@0606_StripedPowderkeg_DisplayName,Handcrafting,None,,,Empty,,200,300,None,,,,4,false,NoToolNecessary,true,0606_StripedPowderkeg_interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
0607_ClothTrailA,@0607_ClothTrailA_DisplayName,Handcrafting,None,,,Empty,,200,300,None,,,,1,false,NoToolNecessary,true,0607_ClothTrailA_interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
0607_ClothTrailB,@0607_ClothTrailB_DisplayName,None,None,,,Empty,,200,300,None,,,,1,false,NoToolNecessary,true,0607_ClothTrailB_interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
0607_ClothTrailC,@0607_ClothTrailC_DisplayName,None,None,,,Empty,,200,300,None,,,,1,false,NoToolNecessary,true,0607_ClothTrailC_interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
0607_ClothTrailD,@0607_ClothTrailB_DisplayName,None,None,,,Empty,,200,300,None,,,,1,false,NoToolNecessary,true,0607_ClothTrailD_interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
0607_ClothTrailE,@0607_ClothTrailC_DisplayName,None,None,,,Empty,,200,300,None,,,,1,false,NoToolNecessary,true,0607_ClothTrailE_interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
0608_SabotagedCannon,@0608_SabotagedCannon_DisplayName,Handcrafting,None,,,Empty,,200,300,None,,,,4,false,NoToolNecessary,true,0608_SabotagedCannon_interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
0625_Truffle,@Truffle_DisplayName,None,None,,,Empty,,200,200,None,,,,5,false,NoToolNecessary,true,0625_Truffle_interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
0604_CorruptedNoduleA,@CorruptedNodule_DisplayName,None,None,,,Empty,,6,9,None,,,,4,false,NoToolNecessary,true,0604_CorruptedNoduleA_interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
0604_CorruptedNoduleB,@CorruptedNodule_DisplayName,None,None,,,Empty,,6,9,None,,,,4,false,NoToolNecessary,true,0604_CorruptedNoduleB_interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
0604_CorruptedNoduleC,@CorruptedNodule_DisplayName,None,None,,,Empty,,6,9,None,,,,4,false,NoToolNecessary,true,0604_CorruptedNoduleC_interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
0604_CorruptedNoduleD,@CorruptedNodule_DisplayName,None,None,,,Empty,,6,9,None,,,,4,false,NoToolNecessary,true,0604_CorruptedNoduleD_interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
0701_AntiCorruptionBomb,@0701_AntiCorruptionBomb_DisplayName,Handcrafting,None,,,Empty,,200,300,None,,,,4,false,ItemRequired,true,0701_AntiCorruptionBomb_interact,0714_0101_AntiCorruptionBomb,1,,,true,false,,,,,,,,,,,,,,,,,,,
0701_AntiCorruptionBombB,@0701_AntiCorruptionBomb_DisplayName,Handcrafting,None,,,Empty,,200,300,None,,,,4,false,ItemRequired,true,0701_AntiCorruptionBombB_interact,0714_0101_AntiCorruptionBomb,1,,,true,false,,,,,,,,,,,,,,,,,,,
0702_BlightNodule,@0702_BlightNodule_DisplayName,Handcrafting,None,,,Empty,,200,300,None,,,,6,false,NoToolNecessary,true,0702_BlightNodule_interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
0703_BaetylusLuckstone,@0703_BaetylusLuckstone_DisplayName,Handcrafting,None,,,Empty,,200,300,None,,,,4,false,NoToolNecessary,true,0703_BaetylusLuckstone_interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
0901_Barley,@0901_Barley_DisplayName,Handcrafting,None,,,Empty,,200,300,None,,,,4,false,NoToolNecessary,true,0901_Barley_interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
0902_GunpowderCask,@0902_GunpowderCask_DisplayName,None,None,,,Empty,,200,300,None,,,,4,false,NoToolNecessary,true,0902_GunpowderCask_interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
0903_HilltopHops,@0903_HilltopHops_DisplayName,None,None,,,Empty,,200,300,None,,,,4,false,NoToolNecessary,true,0903_HilltopHops_interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
0904_FishTrap,@0904_FishTrap_DisplayName,None,None,,,Empty,,200,300,None,,,,5,false,NoToolNecessary,true,0904_FishTrap_interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
0905_BloodTracking_A,@0905_BloodTracking_DisplayName,None,None,,,Empty,,25,30,None,,,,5,false,NoToolNecessary,true,0905_BloodTracking_A_interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
0905_BloodTracking_B,@0905_BloodTracking_DisplayName,None,None,,,Empty,,25,30,None,,,,5,false,NoToolNecessary,true,0905_BloodTracking_B_interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
0905_BloodTracking_C,@0905_BloodTracking_DisplayName,None,None,,,Empty,,25,30,None,,,,5,false,NoToolNecessary,true,0905_BloodTracking_C_interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
0905_BloodTracking_D,@0905_BloodTracking_DisplayName,None,None,,,Empty,,25,30,None,,,,5,false,NoToolNecessary,true,0905_BloodTracking_D_interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
0906_CargoSupplies,@0906_CargoSupplies_DisplayName,Handcrafting,None,,,Empty,,25,30,None,,,,7,false,NoToolNecessary,true,0906_CargoSupplies_interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
0907_SabotagedCannon,@0907_SabotagedCannon_DisplayName,None,None,,,Empty,,200,300,None,,,,6,false,NoToolNecessary,true,0907_SabotagedCannon_interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
0908_Magnetite,@0908_Magnetite_DisplayName,None,None,,,Empty,,200,300,None,,,,6,false,NoToolNecessary,true,0908_Magnetite_interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
0925_Truffle,@Truffle_DisplayName,None,None,,,Empty,,200,200,None,,,,5,false,NoToolNecessary,true,0925_Truffle_interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
0904_CorruptedNoduleA,@CorruptedNodule_DisplayName,None,None,,,Empty,,6,9,None,,,,4,false,NoToolNecessary,true,0904_CorruptedNoduleA_interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
0904_CorruptedNoduleB,@CorruptedNodule_DisplayName,None,None,,,Empty,,6,9,None,,,,4,false,NoToolNecessary,true,0904_CorruptedNoduleB_interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
0904_CorruptedNoduleC,@CorruptedNodule_DisplayName,None,None,,,Empty,,6,9,None,,,,4,false,NoToolNecessary,true,0904_CorruptedNoduleC_interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
0904_CorruptedNoduleD,@CorruptedNodule_DisplayName,None,None,,,Empty,,6,9,None,,,,4,false,NoToolNecessary,true,0904_CorruptedNoduleD_interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
1001_LightningTrap,@1001_LightningTrap_DisplayName,None,None,,,Empty,,200,300,None,,,,4,false,NoToolNecessary,true,1001_LightningTrap_interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
1002_AncientRelic,@1002_AncientRelic_DisplayName,None,None,,,Empty,,200,300,None,,,,4,false,NoToolNecessary,true,1002_AncientRelic_interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
1003_PirateFigurehead,@1003_PirateFigurehead_DisplayName,None,None,,,Empty,,200,300,None,,,,4,false,NoToolNecessary,true,1003_PirateFigurehead_interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
1101_SilverOrb,@1101_SilverOrb_DisplayName,None,None,,,Empty,,200,300,None,,,,4,false,NoToolNecessary,true,1101_SilverOrb_interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
1102_StoneOrb,@1102_StoneOrb_DisplayName,None,None,,,Empty,,200,300,None,,,,4,false,NoToolNecessary,true,1102_StoneOrb_interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
1103_CopperOrb,@1103_CopperOrb_DisplayName,None,None,,,Empty,,200,300,None,,,,4,false,NoToolNecessary,true,1103_CopperOrb_interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
1104_MedallionChest,@1104_MedallionChest_DisplayName,Handcrafting,None,,,Empty,,120,180,None,,,,6,false,NoToolNecessary,true,1104_MedallionChest_interact,1105_0202_MedallionCofferKey,1,,,true,true,,,,,,,,,,,,,,,,,,,
1102_TelescopeChest,@1102_TelescopeChest_DisplayName,Handcrafting,None,,,Empty,,120,180,None,,,,6,false,NoToolNecessary,true,1102_TelescopeChest_interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
1105_CorruptedTotem,@1105_CorruptedTotem_DisplayName,Chopping,Chopping,,,Empty,,200,300,None,,,,15,true,ToolRequired,true,1105_CorruptedTotem_interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
1127_MalignNodeA,@MalignNode_DisplayName,None,None,,,Empty,,540,600,None,,,,4,false,NoToolNecessary,true,1127_MalignNodeA_interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
1127_MalignNodeB,@MalignNode_DisplayName,None,None,,,Empty,,540,600,None,,,,4,false,NoToolNecessary,true,1127_MalignNodeB_interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
1127_MalignNodeC,@MalignNode_DisplayName,None,None,,,Empty,,540,600,None,,,,4,false,NoToolNecessary,true,1127_MalignNodeC_interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
1124_VistaPoint1,@1124_VistaPoint1_DisplayName,Etching,None,,,Empty,,200,300,None,,,,5,false,NoToolNecessary,true,1124_VistaPoint1_interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
1124_VistaPoint2,@1124_VistaPoint2_DisplayName,Etching,None,,,Empty,,200,300,None,,,,5,false,NoToolNecessary,true,1124_VistaPoint2_interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
1124_VistaPoint3,@1124_VistaPoint3_DisplayName,Etching,None,,,Empty,,200,300,None,,,,5,false,NoToolNecessary,true,1124_VistaPoint3_interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
1124_VistaPoint4,@1124_VistaPoint4_DisplayName,Etching,None,,,Empty,,200,300,None,,,,5,false,NoToolNecessary,true,1124_VistaPoint4_interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
1132_GrampasGun,@1132_GrampasGun_DisplayName,Handcrafting,None,,,Empty,,200,300,None,,,,4,false,NoToolNecessary,true,1132_GrampasGun_interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
1201_JamJar,@1201_JamJar_DisplayName,Handcrafting,None,,,Empty,,200,300,None,,,,4,false,NoToolNecessary,true,1201_JamJar_interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
1202_AncientArtifact,@1202_AncientArtifact_DisplayName,None,None,,,Empty,,200,300,None,,,,4,false,NoToolNecessary,true,1202_AncientArtifact_interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
1203_HoneyLore,@1203_HoneyLore_DisplayName,None,None,,,Empty,,200,300,None,,,,1,false,NoToolNecessary,true,1203_HoneyLore_interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
1204_CorruptedNoduleA,@CorruptedNodule_DisplayName,None,None,,,Empty,,6,9,None,,,,4,false,NoToolNecessary,true,1204_CorruptedNoduleA_interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
1204_CorruptedNoduleB,@CorruptedNodule_DisplayName,None,None,,,Empty,,6,9,None,,,,4,false,NoToolNecessary,true,1204_CorruptedNoduleB_interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
1204_CorruptedNoduleC,@CorruptedNodule_DisplayName,None,None,,,Empty,,6,9,None,,,,4,false,NoToolNecessary,true,1204_CorruptedNoduleC_interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
1204_CorruptedNoduleD,@CorruptedNodule_DisplayName,None,None,,,Empty,,6,9,None,,,,4,false,NoToolNecessary,true,1204_CorruptedNoduleD_interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
1225_Truffle,@Truffle_DisplayName,None,None,,,Empty,,200,200,None,,,,5,false,NoToolNecessary,true,1225_Truffle_interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
1225_StarTouchedWater,@1225_StarTouchedWater_DisplayName,Welling,None,,,Empty,,200,200,None,,,,5,false,NoToolNecessary,true,1225_StarTouchedWater_interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
1225_GraveNettle,@1225_GraveNettle_DisplayName,None,None,,,Empty,,200,200,None,,,,5,false,NoToolNecessary,true,1225_GraveNettle_interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
1225_AbandonedBags,@1225_AbandonedBags_DisplayName,None,None,,,Empty,,200,200,None,,,,5,false,NoToolNecessary,true,1225_AbandonedBags_interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
1225_ConstructPoint,@1225_ConstructPoint_DisplayName,Crafting,None,,,Empty,,200,200,None,,,,5,false,NoToolNecessary,true,1225_ConstructPoint_interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
1225_ChasonCampChest,@1225_ChasonCampChest_DisplayName,None,None,,,Empty,,15,20,None,,,,5,false,NoToolNecessary,true,1225_ChasonCampChest_interact,,,,,true,false,,,,,,,,,,,,,,,,,,,
1225_HighpassCamp,@1225_HighpassCamp_DisplayName,None,None,,,Empty,,15,20,None,,,,5,false,NoToolNecessary,true,1225_HighpassCamp_interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
1225_HibbotsfeldPack,@1225_HibbotsfeldPack_DisplayName,None,None,,,Empty,,15,20,None,,,,5,false,NoToolNecessary,true,1225_HibbotsfeldPack_interact,,,,,true,false,,,,,,,,,,,,,,,,,,,
1301_ForgingTongs,@1301_ForgingTongs_DisplayName,Handcrafting,None,,,Empty,,200,300,None,,,,4,false,NoToolNecessary,true,1301_ForgingTongs_interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
1302_ForgingBellows,@1302_ForgingBellows_DisplayName,Handcrafting,None,,,Empty,,200,300,None,,,,4,false,NoToolNecessary,true,1302_ForgingBellows_interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
1303_ForgingHammer,@1303_ForgingHammer_DisplayName,Handcrafting,None,,,Empty,,200,300,None,,,,4,false,NoToolNecessary,true,1303_ForgingHammer_interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
1304_EctoplasmA,@1304_EctoplasmA_DisplayName,None,None,,,Empty,,200,300,None,,,,3,false,NoToolNecessary,true,1304_EctoplasmA_interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
1304_EctoplasmB,@1304_EctoplasmB_DisplayName,None,None,,,Empty,,200,300,None,,,,3,false,NoToolNecessary,true,1304_EctoplasmB_interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
1304_EctoplasmC,@1304_EctoplasmC_DisplayName,None,None,,,Empty,,200,300,None,,,,3,false,NoToolNecessary,true,1304_EctoplasmC_interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
1304_EctoplasmD,@1304_EctoplasmD_DisplayName,None,None,,,Empty,,200,300,None,,,,3,false,NoToolNecessary,true,1304_EctoplasmD_interact,,,,,true,true,,,,,,,,,,,,,,,,,,,
1305_CursedAltar,@1305_CursedAltar_DisplayName,None,None,,,Empty,,200,300,None,,,,6,false,ItemRequired,true,1305_CursedAltar_interact,1303_1310_SweetIncense,1,,,true,true,,,,,,,,,,,,,,,,,,,
1401_BlightTinctureBomb,@1401_BlightTinctureBomb_DisplayName,None,None,,,Empty,,40,50,None,,,,6,false,ItemRequired,true,1401_BlightTinctureBomb_interact,1403_0401_BlightTinctureBomb,1,,,true,false,,,,,,,,,,,,,,,,,,,
