LootTableID,AND/OR,RollBonusSetting,Conditions,ConditionOverridesRoll,UseLevelGS,HWMMult,ChanceToExceedIndex,GSBonus,MaxRoll,Item1,GearScoreRange1,PerkBucketOverrides1,Item2,GearScoreRange2,PerkBucketOverrides2,Item3,GearScoreRange3,PerkOverrides3,Item4,GearScoreRange4,PerkOverrides4,Item5,GearScoreRange5,PerkOverrides5,Item6,GearScoreRange6,PerkOverrides6,Item7,GearScoreRange7,PerkOverrides7,Item8,GearScoreRange8,PerkOverrides8,Item9,GearScoreRange9,PerkOverrides9,Item10,GearScoreRange10,PerkOverrides10,Item11,GearScoreRange11,PerkOverrides11,Item12,GearScoreRange12,PerkOverrides12,Item13,GearScoreRange13,PerkOverrides13,Item14,GearScoreRange14,PerkOverrides14,Item15,GearScoreRange15,PerkOverrides15,Item16,GearScoreRange16,PerkOverrides16,Item17,GearScoreRange17,PerkOverrides17,Item18,GearScoreRange18,PerkOverrides18,Item19,GearScoreRange19,PerkOverrides19,Item20,GearScoreRange20,PerkOverrides20,Item21,GearScoreRange21,PerkOverrides21,Item22,GearScoreRange22,PerkOverrides22,Item23,GearScoreRange23,PerkOverrides23,Item24,GearScoreRange24,PerkOverrides24,Item25,GearScoreRange25,PerkOverrides25,Item26,GearScoreRange26,PerkOverrides26,Item27,GearScoreRange27,PerkOverrides27,Item28,GearScoreRange28,PerkOverrides28,Item29,GearScoreRange29,PerkOverrides29,Item30,GearScoreRange30,PerkOverrides30,Item31,GearScoreRange31,PerkOverrides31,Item32,GearScoreRange32,PerkOverrides32,Item33,GearScoreRange33,PerkOverrides33
OmegaArmorSentry602Heavy_Probs,,,,,,,,,0,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorSentry602Medium,AND,AddToRoll,,,,,,,,Omega_MediumHead_Sentry_602,,,Omega_MediumChest_Sentry_602,,,Omega_MediumHands_Sentry_602,,,Omega_MediumLegs_Sentry_602,,,Omega_MediumFeet_Sentry_602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorSentry602Medium_Qty,,,,,,,,,,1,,,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorSentry602Medium_Probs,,,,,,,,,0,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorSentry602Light,AND,AddToRoll,,,,,,,,Omega_LightHead_Sentry_602,,,Omega_LightChest_Sentry_602,,,Omega_LightHands_Sentry_602,,,Omega_LightLegs_Sentry_602,,,Omega_LightFeet_Sentry_602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorSentry602Light_Qty,,,,,,,,,,1,,,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorSentry602Light_Probs,,,,,,,,,0,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorSentry602Trinket,AND,AddToRoll,,,,,,,,Omega_Earring_Sentry_602,,,Omega_Amulet_Sentry_602,,,Omega_Ring_Sentry_602_1,,,Omega_Ring_Sentry_602_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorSentry602Trinket_Qty,,,,,,,,,,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorSentry602Trinket_Probs,,,,,,,,,0,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaWeapons605,AND,AddToRoll,,,,,,,,Omega_Longsword_605,,,Omega_Hatchet_605,,,Omega_Warhammer_605,,,Omega_Greataxe_605,,,Omega_Bow_605,,,Omega_Musket_605,,,Omega_ShieldRound_605,,,Omega_ShieldKite_605,,,Omega_ShieldTower_605,,,Omega_StaffFire_605,,,Omega_StaffLife_605,,,Omega_Spear_605,,,Omega_Rapier_605,,,Omega_GauntletIce_605,,,Omega_GauntletVoid_605,,,ArrowT5,,,ShotT5,,,Omega_Blunderbuss_605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaWeapons605_Qty,,,,,,,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1000,,,1000,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaWeapons605_Probs,,,,,,,,,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorSoldier605,AND,AddToRoll,,,,,,,,Omega_Box_Armor_Soldier_605_Heavy,,,Omega_Box_Armor_Soldier_605_Medium,,,Omega_Box_Armor_Soldier_605_Light,,,Omega_Box_Armor_Soldier_605_Trinket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorSoldier605_Qty,,,,,,,,,,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorSoldier605_Probs,,,,,,,,,0,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorSoldier605Heavy,AND,AddToRoll,,,,,,,,Omega_HeavyHead_Soldier_605,,,Omega_HeavyChest_Soldier_605,,,Omega_HeavyHands_Soldier_605,,,Omega_HeavyLegs_Soldier_605,,,Omega_HeavyFeet_Soldier_605,,,Omega_HeavyHead_Soldier_605_2,,,Omega_HeavyHands_Soldier_605_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorSoldier605Heavy_Qty,,,,,,,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorSoldier605Heavy_Probs,,,,,,,,,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorSoldier605Medium,AND,AddToRoll,,,,,,,,Omega_MediumHead_Soldier_605,,,Omega_MediumChest_Soldier_605,,,Omega_MediumHands_Soldier_605,,,Omega_MediumLegs_Soldier_605,,,Omega_MediumFeet_Soldier_605,,,Omega_MediumHead_Soldier_605_2,,,Omega_MediumHands_Soldier_605_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorSoldier605Medium_Qty,,,,,,,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorSoldier605Medium_Probs,,,,,,,,,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorSoldier605Light,AND,AddToRoll,,,,,,,,Omega_LightHead_Soldier_605,,,Omega_LightChest_Soldier_605,,,Omega_LightHands_Soldier_605,,,Omega_LightLegs_Soldier_605,,,Omega_LightFeet_Soldier_605,,,Omega_LightHead_Soldier_605_2,,,Omega_LightHands_Soldier_605_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorSoldier605Light_Qty,,,,,,,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorSoldier605Light_Probs,,,,,,,,,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorSoldier605Trinket,AND,AddToRoll,,,,,,,,Omega_Earring_Soldier_605,,,Omega_Amulet_Soldier_605,,,Omega_Ring_Soldier_605_1,,,Omega_Ring_Soldier_605_2,,,Omega_Ring_Soldier_605_3,,,Omega_Ring_Soldier_605_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorSoldier605Trinket_Qty,,,,,,,,,,1,,,1,,,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorSoldier605Trinket_Probs,,,,,,,,,0,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorRanger605,AND,AddToRoll,,,,,,,,Omega_Box_Armor_Ranger_605_Heavy,,,Omega_Box_Armor_Ranger_605_Medium,,,Omega_Box_Armor_Ranger_605_Light,,,Omega_Box_Armor_Ranger_605_Trinket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorRanger605_Qty,,,,,,,,,,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorRanger605_Probs,,,,,,,,,0,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorRanger605Heavy,AND,AddToRoll,,,,,,,,Omega_HeavyHead_Ranger_605,,,Omega_HeavyChest_Ranger_605,,,Omega_HeavyHands_Ranger_605,,,Omega_HeavyLegs_Ranger_605,,,Omega_HeavyFeet_Ranger_605,,,Omega_HeavyHead_Ranger_605_2,,,Omega_HeavyHead_Ranger_605_3,,,Omega_HeavyChest_Ranger_605_2,,,Omega_HeavyHands_Ranger_605_2,,,Omega_HeavyLegs_Ranger_605_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorRanger605Heavy_Qty,,,,,,,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorRanger605Heavy_Probs,,,,,,,,,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorRanger605Medium,AND,AddToRoll,,,,,,,,Omega_MediumHead_Ranger_605,,,Omega_MediumChest_Ranger_605,,,Omega_MediumHands_Ranger_605,,,Omega_MediumLegs_Ranger_605,,,Omega_MediumFeet_Ranger_605,,,Omega_MediumHead_Ranger_605_2,,,Omega_MediumHead_Ranger_605_3,,,Omega_MediumChest_Ranger_605_2,,,Omega_MediumHands_Ranger_605_2,,,Omega_MediumLegs_Ranger_605_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorRanger605Medium_Qty,,,,,,,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorRanger605Medium_Probs,,,,,,,,,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorRanger605Light,AND,AddToRoll,,,,,,,,Omega_LightHead_Ranger_605,,,Omega_LightChest_Ranger_605,,,Omega_LightHands_Ranger_605,,,Omega_LightLegs_Ranger_605,,,Omega_LightFeet_Ranger_605,,,Omega_LightHead_Ranger_605_2,,,Omega_LightHead_Ranger_605_3,,,Omega_LightChest_Ranger_605_2,,,Omega_LightHands_Ranger_605_2,,,Omega_LightLegs_Ranger_605_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorRanger605Light_Qty,,,,,,,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorRanger605Light_Probs,,,,,,,,,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorRanger605Trinket,AND,AddToRoll,,,,,,,,Omega_Earring_Ranger_605,,,Omega_Amulet_Ranger_605,,,Omega_Ring_Ranger_605_1,,,Omega_Ring_Ranger_605_2,,,Omega_Ring_Ranger_605_3,,,Omega_Ring_Ranger_605_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorRanger605Trinket_Qty,,,,,,,,,,1,,,1,,,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorRanger605Trinket_Probs,,,,,,,,,0,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorScholar605,AND,AddToRoll,,,,,,,,Omega_Box_Armor_Scholar_605_Heavy,,,Omega_Box_Armor_Scholar_605_Medium,,,Omega_Box_Armor_Scholar_605_Light,,,Omega_Box_Armor_Scholar_605_Trinket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorScholar605_Qty,,,,,,,,,,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorScholar605_Probs,,,,,,,,,0,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorScholar605Heavy,AND,AddToRoll,,,,,,,,Omega_HeavyHead_Scholar_605,,,Omega_HeavyChest_Scholar_605,,,Omega_HeavyHands_Scholar_605,,,Omega_HeavyLegs_Scholar_605,,,Omega_HeavyFeet_Scholar_605,,,Omega_HeavyHead_Scholar_605_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorScholar605Heavy_Qty,,,,,,,,,,1,,,1,,,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorScholar605Heavy_Probs,,,,,,,,,0,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorScholar605Medium,AND,AddToRoll,,,,,,,,Omega_MediumHead_Scholar_605,,,Omega_MediumChest_Scholar_605,,,Omega_MediumHands_Scholar_605,,,Omega_MediumLegs_Scholar_605,,,Omega_MediumFeet_Scholar_605,,,Omega_MediumHead_Scholar_605_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorScholar605Medium_Qty,,,,,,,,,,1,,,1,,,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorScholar605Medium_Probs,,,,,,,,,0,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorScholar605Light,AND,AddToRoll,,,,,,,,Omega_LightHead_Scholar_605,,,Omega_LightChest_Scholar_605,,,Omega_LightHands_Scholar_605,,,Omega_LightLegs_Scholar_605,,,Omega_LightFeet_Scholar_605,,,Omega_LightHead_Scholar_605_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorScholar605Light_Qty,,,,,,,,,,1,,,1,,,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorScholar605Light_Probs,,,,,,,,,0,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorScholar605Trinket,AND,AddToRoll,,,,,,,,Omega_Earring_Scholar_605,,,Omega_Amulet_Scholar_605,,,Omega_Ring_Scholar_605_1,,,Omega_Ring_Scholar_605_2,,,Omega_Ring_Scholar_605_3,,,Omega_Ring_Scholar_605_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorScholar605Trinket_Qty,,,,,,,,,,1,,,1,,,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorScholar605Trinket_Probs,,,,,,,,,0,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorSage605,AND,AddToRoll,,,,,,,,Omega_Box_Armor_Sage_605_Heavy,,,Omega_Box_Armor_Sage_605_Medium,,,Omega_Box_Armor_Sage_605_Light,,,Omega_Box_Armor_Sage_605_Trinket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorSage605_Qty,,,,,,,,,,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorSage605_Probs,,,,,,,,,0,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorSage605Heavy,AND,AddToRoll,,,,,,,,Omega_HeavyHead_Sage_605,,,Omega_HeavyChest_Sage_605,,,Omega_HeavyHands_Sage_605,,,Omega_HeavyLegs_Sage_605,,,Omega_HeavyFeet_Sage_605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorSage605Heavy_Qty,,,,,,,,,,1,,,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorSage605Heavy_Probs,,,,,,,,,0,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorSage605Medium,AND,AddToRoll,,,,,,,,Omega_MediumHead_Sage_605,,,Omega_MediumChest_Sage_605,,,Omega_MediumHands_Sage_605,,,Omega_MediumLegs_Sage_605,,,Omega_MediumFeet_Sage_605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorSage605Medium_Qty,,,,,,,,,,1,,,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorSage605Medium_Probs,,,,,,,,,0,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorSage605Light,AND,AddToRoll,,,,,,,,Omega_LightHead_Sage_605,,,Omega_LightChest_Sage_605,,,Omega_LightHands_Sage_605,,,Omega_LightLegs_Sage_605,,,Omega_LightFeet_Sage_605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorSage605Light_Qty,,,,,,,,,,1,,,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorSage605Light_Probs,,,,,,,,,0,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorSage605Trinket,AND,AddToRoll,,,,,,,,Omega_Earring_Sage_605,,,Omega_Amulet_Sage_605,,,Omega_Ring_Sage_605_1,,,Omega_Ring_Sage_605_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorSage605Trinket_Qty,,,,,,,,,,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorSage605Trinket_Probs,,,,,,,,,0,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorSentry605,AND,AddToRoll,,,,,,,,Omega_Box_Armor_Sentry_605_Heavy,,,Omega_Box_Armor_Sentry_605_Medium,,,Omega_Box_Armor_Sentry_605_Light,,,Omega_Box_Armor_Sentry_605_Trinket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorSentry605_Qty,,,,,,,,,,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorSentry605_Probs,,,,,,,,,0,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorSentry605Heavy,AND,AddToRoll,,,,,,,,Omega_HeavyHead_Sentry_605,,,Omega_HeavyChest_Sentry_605,,,Omega_HeavyHands_Sentry_605,,,Omega_HeavyLegs_Sentry_605,,,Omega_HeavyFeet_Sentry_605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorSentry605Heavy_Qty,,,,,,,,,,1,,,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OmegaArmorSentry605Heavy_Probs,,,,,,,,,0,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
